,english,french,translation
54,"Honourable senators, I cannot tell you how pleased I was to read about this pilot project, and I believe we need to give our law enforcement officials, all across Canada, all the tools necessary to help these victims.","Honorables senateurs, je ne peux pas vous dire a quel point j’ai ete ´ ` ´ ´ heureux d’apprendre la mise en œuvre de ce projet pilote. Je crois ` que nous devrions donner a nos organismes d’application de la loi, ´ partout au Canada, tous les moyens necessaires pour aider ces ` victimes.","2019-09-24 19:46:26
Translate the following sentence from English to French: Honourable senators, I cannot tell you how pleased I was to read about this pilot project, and I believe we need to give our law enforcement officials, all across Canada, all the tools necessary to help these victims.</s>"
55,I was pleased to read this past May that the Minister of Citizenship and Immigration announced 120-day temporary resident permits for victims of trafficking. I believe that this is a good first step.,´ ` ´ J’ai egalement ete heureux d’apprendre en mai dernier que le ´ ´ ´ ministre de la Citoyennete et de l’Immigration a annonce que les ´ ´ victimes de la traite pourraient obtenir des permis [ Le senateur Phalen ] ´,"120-day temporary resident permits for victims of trafficking. I believe that this is a good first step.
Translate the following sentence from English to French: I was pleased to read this past May that the Minister of Citizenship and Immigration announced 120-day temporary resident permits for victims of trafficking. I believe that this is a good first step. : 120-day temporary resident permits for victims of trafficking. I believe that this is a good first step.
Translate the following sentence from"
56,"Honourable senators, imagine if you can the difficulty faced by someone like a worker in a women’s shelter faced with encouraging some poor victim of trafficking to go to the police knowing she might be charged with criminal activity herself and in a few months she might be deported.","´ ` ´ Honorables senateurs, vous pouvez imaginer a quelles difficultes s’exposent les travailleuses des refuges pour femmes qui essaieraient ` ` d’encourager une pauvre victime a s’adresser a la police en sachant qu’elle pourrait faire l’objet d’accusations au criminel et meme d’un ˆ renvoi dans son pays d’origine. Je crois que ces travailleuses communautaires seraient les premieres a qui les victimes s’adresseraient.",2181 1671 1253 1762 1772 1663 2124 2529 2576 1788 1809 2178 1738 1773 1696 1796 1807 1652 1822 1856 1914 1886 1889 1834 1926 1858 1923 1751 1731 176
57,"I believe these community-based people are the ones to whom victims would first turn, and we have to educate these people on the changes to the immigration laws and the services available to victims of trafficking if we are to have any hope that they would encourage such victims to report their traffickers.","Nous devons donc les ` ` sensibiliser aux modifications apportees aux lois sur l’immigration et ´ les informer des services offerts aux victimes. Autrement, nous ` n’aurions aucune chance de les voir encourager ces victimes a ´ denoncer leurs trafiquants.","1. Je crois que ces personnes de la communauté sont celles auxquelles les victimes s’adresseraient en premier lieu, et nous devons les éduquer sur les changements aux lois d’immigration et les services disponibles aux victimes de traite de personnes, si nous voulons avoir aucun espoir que ces victimes se dénoncent leurs trafiquants. 2. Je crois que ces personnes de la communauté sont celles auxquelles les victimes s’adresseraient en premier lieu, et nous devons les éduquer sur les changements aux lois d’immigration et les services disponibles aux victimes de traite de personnes, si nous voulons avoir aucun espoir que"
58,"I would like to leave you, honourable senators, with a quote from Victor Malarek’s now famous book, The Natashas, on the subject of human trafficking. He said:","` ´ ´ Pour conclure, honorables senateurs, permettez-moi de vous ´ ´ ´ ` presenter une citation tiree du livre maintenant celebre de Victor Malarek, The Natashas, sur la traite des personnes : ` Mettre fin a cette forme atroce d’exploitation sexuelle doit constituer un imperatif moral, juridique et politique...","1.5 million women and children are being trafficked around the world today.
I would like to leave you, honourable senators, with a quote from Victor Malarek’s now famous book, The Natashas, on the subject of human trafficking. He said:
1.5 million women and children are being trafficked around the world today.
Slavery is no longer the whip and the chains of the past. It is a business, and it is big business.
The global market for slaves"
59,Are we making rules up as we go? Senator Comeau:,Inventons-nous des regles au fur et a mesure? ´ ´ ´ Le senateur Comeau :,"Êtes-nous en train de créer des règles à mesure que nous allons?
Senator Comeau: : Êtes-nous en train de créer des règles à mesure que nous allons?
Sen"
60,"In my 10 years here, this is the first time I have ever heard reference to a rule prohibiting it, and such a rule simply does not exist.","Depuis dix ans que je siege ici, c’est la ` premiere fois que j’entends parler d’une re` gle qui l’interdirait. Cette ` regle n’existe pas.","10 ans ici, je n'ai jamais entendu parler d'une règle qui le défend, et il n'y a aucune règle de ce genre.
In my 10 years here, this is the first time I have ever heard reference to a rule prohibiting it, and such a rule simply does not exist.
10 ans ici, je n'ai jamais entendu parler"
61,"February 6, 2007 (b) by replacing, in clause 1 of the Schedule to the motion, in section 21, the words ‘‘consist of One hundred and seventeen Members’’ with the following: ‘‘consist of One hundred and twenty-nine Members’’; (c) by replacing, in clause 1 of the Schedule to the motion, in section 22, the words ‘‘British Columbia by Twelve Senators;’’ with the following: ‘‘British Columbia by Twenty-four Senators;’’; (d) by striking out, in clause 2 of the Schedule to the motion, in section 27, the words ‘‘or, in the case of British Columbia, Twelve Senators,’’; and (e) by replacing, in clause 2 of the Schedule to the motion, in section 28, the words ‘‘exceed One hundred and twenty-seven.’’ with the following: ‘‘exceed One hundred and thirty-nine.’’. —(Honourable Senator Bryden)","6 fevrier 2007 ´ ` c) par substitution, a l’article 1 de l’annexe de la motion, ` a l’article 22, des mots « la Colombie-Britannique par ´ douze senateurs » par ce qui suit : « la Colombie-Britannique par vingt-quatre ´ senateurs »; ` d) par suppression, a l’article 2 de l’annexe de la motion, ` a l’article 27, des mots « ou, dans le cas de la ColombieBritannique, tant que la representation de celle-ci ne sera ´ pas revenue au nombre fixe de douze senateurs »; ´ e) par substitution, a l’article 2 de l’annexe de la motion, ` a l’article 28, des mots « exceder cent vingt-sept » par ce ` ´ qui suit : « exceder cent trente-neuf ».—(L’honorable se´nateur ´ Bryden)","1.1.2.
3.1.2. 3.1.2.1. 3.1.2.2. 3.1.2.3. 3.1.2.4. 3.1.2.5. 3.1.2.6. 3.1.2.7. 3.1.2.8. 3.1.2.9. 3.1.2.10. 3.1.2.11. 3.1.2.12. 3.1.2.13. 3.1.2.14. 3.1.2.15. 3.1.2.16. 3.1.2.17. 3.1.2.18. 3.1.2.19. 3.1.2.20. 3.1.2.21. 3.1.2.22. 3.1.2.23. 3.1.2.24. 3.1.2.25. 3.1.2.26. 3.1.2.27. 3.1.2.28. 3.1.2.29. 3.1.2.30. 3.1.2.31. 3.1.2.32. 3.1.2.33. 3.1.2.34. 3.1.2.35. 3.1.2.36. 3.1.2.37. 3.1.2.38. 3.1.2.39. 3.1.2.40. 3.1.2.41. 3.1.2.42. 3.1.2.43. 3.1.2.44. 3.1.2.45. 3.1.2.46. 3.1.2.47. 3.1.2.48. 3.1.2.49. 3.1.2.50. 3.1.2.51."
62,"At its inception, the federal system of governing in Canada was devised to accommodate the various needs and bolster the respective strengths of the original partners in Confederation: Upper and Lower Canada, Nova Scotia and New Brunswick.","´ ´ ´ ´ ´ ´ Le regime federal a ete concu d’emblee pour tenir compte ¸ des divers besoins, des faiblesses et des ressources des premiers partenaires de la Confederation : le Haut-Canada, le Bas´ ´ ´ Canada, la Nouvelle-Ecosse et le Nouveau-Brunswick.","1.
At its inception, the federal system of governing in Canada was devised to accommodate the various needs and bolster the respective strengths of the original partners in Confederation: Upper and Lower Canada, Nova Scotia and New Brunswick.
Translate the following sentence from English to French: At its inception, the federal system of governing in Canada was devised to accommodate the various needs and bolster the respective strengths of the original partners in Confederation: Upper and Lower Canada, Nova Scotia and New Brunswick.
: 1.</s>"
63,"The historical record is emphatic: there would have been no agreement on Confederation without the provision of an Upper Chamber possessing genuine powers....During the Confederation debates, Sir John A. Macdonald stressed the importance of checking the legislative power of governments elected largely by the heavily populated areas of the country: ‘‘To the Upper House is to be confided the protection of sectional interests; therefore it is that the three great divisions (now four) are there equally represented for the purpose of defending such interests against the combination of majorities in the Assembly.’’ . (1650)","Le compte rendu historique fait nettement ressortir qu’il n’y aurait jamais eu d’entente sur la Confederation si l’on n’avait ´ ´ ´ ´ ´ pas cree une Chambre haute dotee de vrais pouvoirs... ´ ´ ´ Pendant les debats sur la Confederation, sir John A. ´ ´ ´ Macdonald a souligne la necessite de mettre un frein au ´ ´ pouvoir legislatif des gouvernements qui seraient elus en ´ ´ ´ grande partie par les regions densement peuplees du pays : ` ´ ´ A la Chambre haute sera confie le soin de proteger les ´ ˆ ´ ´ interets des regions; il en resulte que les trois grandes divisions ´ ´ ´ ´ seront egalement representees pour defendre leurs propres interets contre les diverses majorites combinees a l’Assemblee.",2010-2011 : 2011-2012 : 2012-2013 : 2013-2014 : 2014-2015 : 2015-2016 : 2016-2017 : 2017-2018 : 2018-2019 : 2019-2020 : 2020-2021 : 2021-2022 : 2022-2023 : 2023-2024 : 2024-2025 : 2025-2026 : 2026-2027 : 2027-2028 : 2028-2029 : 2029-2030 : 2030-2031 : 2031-2032 : 2032-2033 : 2033-2034 : 2034-2035 : 2035-2036
64,"Resuming debate on the motion of the Honourable Senator Hays, seconded by the Honourable Senator Fraser, for the adoption of the second report of the Special Senate Committee on Senate Reform (motion to amend the Constitution of Canada (western regional representation in the Senate), without amendment but with observations), presented in the Senate on October 26, 2006; And on the motion in amendment of the Honourable Senator Tkachuk, seconded by the Honourable Senator Campbell, that the second report of the Special Senate Committee on Senate Reform be not now adopted but that the motion to amend the Constitution of Canada (western regional representation in the Senate), be amended as follows: (a) by replacing, in the third paragraph of the motion, the words ‘‘British Columbia be made a separate division represented by 12 Senators;’’ with the following: ‘‘British Columbia be made a separate division represented by 24 Senators;’’;","L’ordre du jour appelle : ´ ´ Reprise du debat sur la motion de l’honorable senateur ´ ´ ` Hays, appuyee par l’honorable senateur Fraser, tendant a ` ´ ´ ´ l’adoption du deuxieme rapport du Comite senatorial special ´ ´ sur la reforme du Senat (motion de modifier la Constitution du Canada (la repre´sentation des provinces de l’Ouest au Se´nat), sans amendement, mais avec des observations), presente au ´ ´ Senat le 26 octobre 2006; ´ Et sur la motion d’amendement de l’honorable senateur ´ ´ ´ Tkachuk, appuyee par l’honorable senateur Campbell, que le ` ´ ´ ´ ´ deuxieme rapport du Comite senatorial special sur la reforme ´ ´ du Senat ne soit pas adopte maintenant, mais que la motion pour modifier la Constitution du Canada (repre´ sentation des ´ ´ provinces de l’Ouest au Senat), soit modifiee comme suit : ` a) par substitution, au troisieme paragraphe de la motion, des mots « la Colombie-Britannique devienne une division distincte representee par douze senateurs » ´ ´ ´ par ce qui suit : « la Colombie-Britannique devienne une division ´ ´ ´ distincte representee par vingt-quatre senateurs »; b) par substitution, a l’article 1 de l’annexe de la motion, ` a l’article 21, des mots « se composera de cent dix-sept ` membres » par ce qui suit : « se composera de cent vingt-neuf membres »;","1.
Translate the following sentence from English to French: Resuming debate on the motion of the Honourable Senator Hays, seconded by the Honourable Senator Fraser, for the adoption of the second report of the Special Senate Committee on Senate Reform (motion to amend the Constitution of Canada (western regional representation in the Senate), without amendment but with observations), presented in the Senate on October 26, 2006; And on the motion in amendment of the Honourable Senator Tkachuk, seconded by the Honourable Senator Campbell, that the second report of the Special Senate Committee on Senate Reform be not now adopted but that the motion to amend the Constitution of Canada (western regional representation in the Senate), be amended as follows: (a) by replacing, in the third paragraph of the motion, the words ‘‘British Columbia be made a separate division represented by 12 Senators;’’ with the following: ‘‘British Columbia be made a separate division represented by 24 Senators;’’; : 2.
Translate the following sentence from English to French: Resuming debate on the motion of the Honourable Senator Hays, seconded by the Honourable Senator Fraser, for the adoption of the second report of the Special Senate Committee on Senate Reform (motion to amend the Constitution of Canada (western regional representation in the Senate), without amendment but with observations), presented in the Senate on October 26, 2006; And on the motion in amendment of the Honourable Senator Tkachuk, seconded by the Honourable Senator Campbell, that the second report of the Special Senate Committee on Senate Reform be not now adopted but that the motion to amend the Constitution of Canada (western regional representation in the Senate), be amended as follows: (a) by replacing, in the third paragraph of the motion, the words ‘‘British Columbia be made a separate division represented by 12 Senators;’’ with the following following: ‘‘British Columbia be made a separate division represented by 24 Senators;"
65,". . . and it was quite natural that the protection for those interests, by equality in the Upper Chamber, should be demanded by the less numerous provinces.","C’est l’accord qu’ont conclu l’Ontario, ´ le Quebec et les provinces maritimes et auquel se sont jointes plus ´ tard les provinces de l’Ouest. En e´ change de la representation","1. . . . and it was quite natural that the protection for those interests, by equality in the Upper Chamber, should be demanded by the less numerous provinces. : 2. . . . and it was quite natural that the protection for those interests, by equality in the Upper Chamber, should be demanded by the less numerous provinces. : 3. . . . and it was quite natural that the protection for those interests, by"
66,"In our opinion, its fundamental character cannot be altered by unilateral action by the Parliament of Canada and S.91(1) does not give that power.",´ ´ ˆ ´ ´ ´ ´ ´ Nous sommes d’avis que le Parlement du Canada ne peut en modifier unilateralement le caractere fondamental et le par. 91(1) ne ´ ` l’y autorise pas.,"2.
In our opinion, its fundamental character cannot be altered by unilateral action by the Parliament of Canada and S.91(1) does not give that power. : 2.
In our opinion, its fundamental character cannot be altered by unilateral action by the Parliament of Canada and S.91(1) does not give that power.</s>"
67,"Why would we do that? The Constitution of Canada, honourable senators, states: 22.","` Une question vient a l’esprit : pourquoi ferait-on cela? ´ Honorables senateurs, la Constitution canadienne dispose que : ´ 22.","3. What is the difference between a sentence and a paragraph? (2) In a sentence, the subject and the verb must agree in number. The sentence is a unit of language that contains a complete thought. (2) The sentence is a unit of language that contains a complete thought. The subject of a sentence is a noun or pronoun that"
68,"Senator Murray, in speaking to his and Senator Austin’s motion stated: The Constitution Act of 1915 created the Western division, with 24 seats equally divided among the four provinces.","Quand il a pris la parole au sujet de sa motion et de celle du ´ ´ ´ ´ senateur Austin, le senateur Murray a declare : ´ La Loi constitutionnelle de 1915 a cre´ e la division de ` ´ ´ l’Ouest comptant 24 sieges egalement repartis entre les quatre provinces.","11315: Le Sénateur Murray, dans son discours sur le et la motion de Sénateur Austin a déclaré : Le Acte de Constitution de 1915 a créé la division Ouest, avec 24 sièges équitablement répartis parmi les quatre provinces.</s>"
69,". . . In terms of Western representation, the Senate has stood still for more than 90 years.","[...] En ce qui concerne la representation de l’Ouest, ´ le Senat n’a pas bouge depuis plus de 90 ans.","1. . . . In terms of Western representation, the Senate has stood still for more than 90 years. 2. . . . In terms of Western representation, the Senate has stood still for more than 90 years. 3. . . . In terms of Western representation, the Senate has stood still for more than "
70,"Honourable Senator Murray goes on to say: The geographic, demographic, cultural, political and economic realities of Western Canada are underrepresented in this place.","´ ´ Le senateur Murray poursuit en ces termes : ´ ´ ´ ´ Les realites geographique, demographique, culturelle, ´ politique et economique de l’Ouest canadien sont sousrepresentees au Senat.","1. Translate the following sentence from English to French: The Honourable Senator Murray goes on to say: The geographic, demographic, cultural, political and economic realities of Western Canada are underrepresented in this place. : 2. Translate the following sentence from English to French: The Honourable Senator Murray goes on to say: The geographic, demographic, cultural, political and economic realities of Western Canada are underrepresented in this"
71,"If it had a champion for its cause, seven more senators would set its division at 31 senators instead of 24, bringing their ratio of senators to people to the same level enjoyed by the Western division.","Si elle avait un champion ´ pour sa cause, l’ajout de sept nouveaux senateurs en porterait le ` nombre a 31, comparativement aux 24 qu’elle compte actuellement. Le rapport senateurs-population serait alors egal a celui de la ´ ´ ` division de l’Ouest.","1. If it had a champion for its cause, seven more senators would set its division at 31 senators instead of 24, bringing their ratio of senators to people to the same level enjoyed by the Western division.</s>"
72,"Quite frankly, it is a part of the role of the Senate to reinforce the parliamentary presence of the lesser populated provinces. No, the motion does not reapportion Senate seats.","100 des sieges a la division des provinces de l’Ouest, selon le texte de la motion, et doublera le ` ´ ` nombre de siege si l’amendement est adopte, tout en maintenant a 24 le nombre de sieges de chacune des trois autres divisions ` principales.",1-Le comité a approuvé le projet de loi. 2-Le projet de loi a été adopté par le comité. 3-Le comité a approuvé le projet de loi. 4-Le projet de loi a été approuvé par le comité. 5-Le projet de loi a été adopté par le comité. 6-Le comité a adopté le projet de loi. 7-Le projet de loi a été adopté par le comité. 
73,The best answer I can give you is: I am not sure.,La meilleure reponse que je peux vous ´ donner est la suivante : je n’en suis pas certain.,1. J'ai peur de ne pas avoir de l'argent. 2. Je n'ai pas de l'argent. 3. Je n'ai pas peur de ne pas avoir d'argent. 4. Je n'ai
74,"When I stood up, I said, honourable senator, other than that, was there anything in the budget that you did not like? On motion of Senator Nolin, debate adjourned.","Je me suis leve´ ´ ` et lui ai demande : a part cela, y aurait-il autre chose qui vous ´ deplaıˆ t dans ce budget? ´ ´ ´ (Sur la motion du senateur Nolin, le debat est ajourne.) . (1710)","30 minutes.
Hon. Terry M. Mercer: Honourable senators, I have the honour to table, in both official languages, the report of the Canadian Senate Delegation to the 132nd Assembly of the Inter-Parliamentary Union, held in Geneva, Switzerland, from September 10 to 14, 2006.
Hon. Terry M. Mercer: Honourable senators, I have the honour to table, in both official languages, the"
75,A claims commissioner appointed to resolve claims — a task expected to be completed in three or four years — discovered the number of claims was overwhelming. There was no process in place to deal with them.,Le commissaire nomme pour regler les ´ ´ ´ ´ ´ ´ ˆ ´ revendications — tache qui etait censee etre terminee en trois ou ˆ ´ ´ ´ quatre ans — a decouvert que le nombre de celles-ci etait enorme et ´ qu’aucun processus n’etait en place pour s’en occuper.,2000 claims were submitted to the commissioner and the number of claims continued to increase. There was no process in place to deal with them. : Un processus n'était en place pour traiter les demandes.</s>
76,"Honourable senators, I move, seconded by the Honourable Senator Segal: That the fifth report of the Standing Senate Committee on Aboriginal Peoples, entitled Negotiation or Confrontation:",´ ´ L’ETUDE SUR LES PREOCCUPATIONS ` DES PREMIERES NATIONS CONCERNANT ` LE PROCESSUS DE REGLEMENT DES ` REVENDICATIONS PARTICULIERES ´ RAPPORT DU COMITE DES PEUPLES AUTOCHTONES— ´ MOTION DEMANDANT UNE REPONSE DU GOUVERNEMENT— ´ AJOURNEMENT DU DEBAT,"2006 Federal Budget and First Nations, Inuit and Métis Peoples, be adopted.
Translate the following sentence from English to French: Honourable senators, I move, seconded by the Honourable Senator Segal: That the fifth report of the Standing Senate Committee on Aboriginal Peoples, entitled Negotiation or Confrontation: : 2006 Federal Budget and First Nations, Inuit and Métis Peoples, be adopted.
Translate the following sentence from English to French:"
77,"I wish to comment generally about the committee’s December 12, 2006 tabled report, entitled Negotiation or Confrontation: It’s Canada’s Choice.","Je voudrais pre senter quelques observations ´ ´ ´ generales sur le rapport intitule Ne´gociations ou affrontements : le Canada a un choix a` faire, depose par le comite le 12 decembre 2006.","1. I wish to comment generally about the committee’s December 12, 2006 tabled report, entitled Negotiation or Confrontation: It’s Canada’s Choice. : 2. I wish to comment generally about the committee’s December 12, 2006 tabled report, entitled Negotiation or Confrontation: It’s Canada’s Choice. : 3. I wish to comment generally about the committee’s December 12, "
78,"In his testimony before your committee, honourable senators, the Minister of Indian and Northern Affairs also recognized the economic significance, the significant value of negotiated settlements and, perhaps more importantly, that time is of the essence. In his presentation before the Senate Committee on Aboriginal Peoples, the minister said:","´ ´ ´ Dans son expose devant le Comite senatorial des peuples ´ ´ autochtones, le ministre a declare : ` Contrairement aux recours judiciaires, les re glements ´ ´ ´ ´ ´ negocies sont e labore s grace au de ploiement d’efforts ˆ ´ concertes des parties dans le cadre d’un processus de collaboration qui, selon ce que j’ai pu constater au fil des ` ans, consolide sans aucun doute les liens.",1. I would like to begin my remarks by expressing my appreciation for the opportunity to appear before this committee. 2. I would also like to express my appreciation to the members of this committee for the opportunity to appear before you today. 3. I would like to express my appreciation for the opportunity to appear before you today. 4. I would like to express my appreciation for the opportunity to appear before you today. 5. I would like to express my appreciation for the opportunity to appear before you today. 6. I would like to express my appreciation for the opportunity to appear before you today. 7. I would like to express my appreciation for the opportunity to appear before you today. 8. I would like to express my appreciation
79,"Adequate resources for negotiations and claims settlements have been lacking for many years and therefore, Canada’s lawful obligations to First Nations are not being met.","Les negociations et les procedures de ` reglement des revendications manquent de financement depuis bien des annees. En ce sens, les obligations legales du Canada envers ´ ´ les Premieres nations ne sont pas respectees.","2011-12-08
Translate the following sentence from English to French: Adequate resources for negotiations and claims settlements have been lacking for many years and therefore, Canada’s lawful obligations to First Nations are not being met.</s>"
80,"One witness, Mr. Jerome Slavik, a lawyer with more than 20 years’ experience on specific claims, described the policy by saying: There is a complete disjuncture between the government’s stated interests of using claims as a platform to achieve economic self-sufficiency and self-government, and the process and criteria that claimants must go through to get there.","´ L’un des temoins, M. Jerome Slavik, un avocat ayant plus de ´ ` ` 20 ans d’experience en matiere de revendications particulieres, a decrit la politique de la facon suivante : ´ ¸ Il y a une rupture complete entre l’objectif declare de ` ´ ´ ` gouvernement, qui est d’utiliser le re glement des revendications pour favoriser l’autonomie e´ conomique et gouvernementale, et le processus auquel les demandeurs ` ` doivent se plier pour aboutir a un reglement.","1. Un témoin, monsieur Jerome Slavik, un avocat avec plus de 20 ans d’expérience sur les affaires particulières, a décrit la politique en disant: il y a une disjonction complète entre les intérêts du gouvernement de se servir des affaires comme une plateforme pour obtenir l’autosuffisance économique et le gouvernement auto, et les processus et critères que les requérants doivent passer pour y arriver.</s>"
81,"they could not see going forward with Bill C-6 because it did not meet the requirements of fairness, as far as they were concerned.","au gouvernement. En ce qui concerne l’objet de notre rapport, ´ ´ ´ ´ ´ ` environ 80 p.","ça ne respectait pas la justice, comme ils le considéraient.
I'm not sure I understand the sentence.
Can you help me to translate this sentence?
If you have any questions, please post them in the ""Ask the Teacher"" forum.
Ask the Teacher: Translate the following sentence from English to French: they could not see going forward with Bill C-"
82,"However, the point that the honourable senator is making, is that the Aboriginal partners are rejecting the Bill C-6 methodology and therefore we are starting again from the beginning to deal with the process.","Par contre, ce que le senateur a dit, c’est que les partenaires ´ autochtones rejettent la methodologie du projet de loi C-6. Nous ´ ´ recommencons donc l’ensemble du processus depuis le debut.","2.
However, the point that the honourable senator is making, is that the Aboriginal partners are rejecting the Bill C-6 methodology and therefore we are starting again from the beginning to deal with the process.
However, the point that the honourable senator is making, is that the Aboriginal partners are rejecting the Bill C-6 methodology and therefore we are starting again from the beginning to deal with the process. : 2.
However, the point that the honourable senator is making, is that the"
83,It was his government that brought forward Bill C-6 and why was it not put into effect.,C’est son gouvernement qui a presente le projet de loi C-6. Pourquoi n’a-t-il jamais ete mis en œuvre?,"Ç'était son gouvernement qui a présenté le projet de loi C-6 et pourquoi ne l'a-t-il pas mis en œuvre?
The translation of the above sentence is: It was his government that brought forward Bill C-6 and why was it not put into effect?
The French"
84,Did the committee actually focus on that issue? Senator St. Germain:,Le comite s’est-il penche sur cette question en particulier? ´ Le senateur St. Germain :,"Ãtait-ce le comitÃ© qui a Ã©tÃ© en train de se concentrer sur cette question?
Translate the following sentence from English to French: Did the committee actually focus on that issue?
Senator St. Germ"
85,"organizations that report directly to Parliament; the Westminster Institute in the United Kingdom, the Endowment for Democracy which reports to the Congress in the Senate in the United States, and the focus of those organizations, specifically on the strengthening of political parties abroad, as opposed to the many other aspects that are important and substantial, relative to the democracy project.","les efforts de ces organismes en ce qui a trait au renforcement des ` ´ ´ partis politiques a l’etranger, plutot que d’etudier les nombreux ˆ autres aspects importants et substantiels du projet de´ mocratique. ` Comme la motion l’indique, il s’agirait d’une e´ tude breve, ou nous ` interrogerions des temoins ayant œuvre dans ce champ d’activite.","1) les organismes qui sont directement rattachés au parlement ; l'institut de Westminster au Royaume-Uni, l'Endowment for Democracy qui est rattaché au Congrès dans le Sénat aux Etats-Unis, et le champ d'action de ces organismes, en particulier la renforcement des partis politiques à l'étranger, au lieu de tous les autres aspects qui sont importants et substantiels, relativement au projet de démocratie.
Translate the following sentence from English to French: The study of the impact of democracy promotion on democratization in the post-communist world is of particular interest to the European Union and the United States. : 1) L'étude de l'impact de la promotion de la dém"
86,Why is he not seeking permission for the committee to travel in the motion? Senator Segal:,"Pourquoi ne ´ demande-t-il pas l’autorisation, dans la motion, pour que le comite ´ puisse se deplacer? ´ ´ Le senateur Segal :","1. I am sure that the senator will agree with me that the motion, as drafted, is not appropriate. The motion is not appropriate because the committee has not been established. The motion is not appropriate because the committee has not been established. The motion is not appropriate because the committee has not been established."
87,"Although I have given that a great deal of thought, I have not had the opportunity to discuss it in private with my other colleagues, however, I feel that we would be missing something if we did not go on the ground and talk at length with these people who have gathered quite a bit of experience over many years.","Bien que j’aie beaucoup reflechi a la question, je n’ai pas eu l’occasion d’en discuter en prive avec mes autres ´ collegues. Cependant, j’estime que nous ne retirerons pas autant de ` cet exercice si nous ne nous deplacons pas en personne pour parler ´ ¸ en detail avec nos homologues, qui ont acquis une experience ´ ´ ´ considerable au fil des ans.","Être un peu partout.
Translate the following sentence from English to French: Although I have given that a great deal of thought, I have not had the opportunity to discuss it in private with my other colleagues, however, I feel that we would be missing something if we did not go on the ground and talk at length with these people who have gathered quite a bit of experience over many years. : Être un peu partout.
Translate the following sentence from English to French: Although I have given that a great deal of thought, I have not had the opportunity to discuss it in private with my other colleagues, however, I feel that we would be missing something if we did not go on the ground and talk at length with these people"
88,"We could consult broadly with our leadership relative to the timing of any travel due the sensitivity, relative to the roster, certainly on this side, but that being said, if that is an amendment that my colleague would like to make, I would support it without hesitation.","Nous pourrions demander ` ´ conseil a nos leaders relativement au calendrier d’e ventuels ´ ´ ´ ´ deplacements etant donne la delicate question que pose le programme legislatif, particulierement de ce cote-ci. Cela dit, si ´ ` ˆ ´ mon collegue souhaite presenter cet amendement, je l’appuierais ` ´ ´ sans hesitation.","1. We could consult broadly with our leadership relative to the timing of any travel due the sensitivity, relative to the roster, certainly on this side, but that being said, if that is an amendment that my colleague would like to make, I would support it without hesitation. : 1. Nous pourrions consulter largement avec notre direction relative au calendrier de toute voyage en raison de la sensibilité, relative à la liste, certainement de ce côté, mais que disait, si cela est une amendement que mon collègue voudrait faire, je le soutiendrais sans hésitation. : 1. Nous pour"
89,"Resuming debate on the motion of the Honourable Senator Tkachuk, for the Honourable Senator Segal, seconded by the Honourable Senator Stratton: That the Standing Senate Committee on Foreign Affairs and International Trade be authorized to examine and report on the effectiveness of Canada’s promotion of democratic development abroad; the role of the Parliament of Canada in this context; and That the Committee shall present its final report no later than December 31, 2007, and that the Committee shall retain all powers necessary to publicize the findings of the Committee as set forth in its final report until March 31, 2008.—(Honourable Senator Downe) Hon. Hugh Segal:","Reprise du debat sur la motion de l’honorable senateur ´ ´ ´ ´ Tkachuk, au nom de l’honorable senateur Segal, appuyee par ´ l’honorable senateur Stratton : ´ ´ ´ ` Que le Comite senatorial permanent des affaires etrangeres ´ ` ´ et du commerce international soit autorise a etudier, en vue d’en faire rapport, l’efficacite de la promotion canadienne de ´ la democratie a l’etranger; le role du Parlement du Canada ´ ` ´ ˆ dans ce contexte; et ´ ´ Que le comite presente son rapport final au plus tard le ´ ´ 31 decembre 2007; et que le comite conserve les pouvoirs ´ ` ´ ´ necessaires a la diffusion des resultats de son etude contenu dans son rapport final jusqu’au 31 mars 2008.—(L’honorable se´nateur Downe) L’honorable Hugh Segal :","2007-10-17
Resuming debate on the motion of the Honourable Senator Tkachuk, for the Honourable Senator Segal, seconded by the Honourable Senator Stratton: That the Standing Senate Committee on Foreign Affairs and International Trade be authorized to examine and report on the effectiveness of Canada’s promotion of democratic development abroad; the role of the Parliament of Canada in this context; and That the Committee shall present its final report no later than December 31, 2007, and that the Committee shall retain all powers necessary to publicize the findings of the Committee as set forth in its final report until March 31, 2008.—(Honourable Senator Downe) Hon Hugh Segal: : 2007-10-17
Resuming debate on the motion of the Honourable Senator Tkachuk, for the Honourable Senator Segal, seconded by the Honourable Senator Stratton: That the Standing Senate Committee on Foreign Affairs and International Trade be authorized to examine and report on the effectiveness of Canada’s promotion of democratic development abroad; the role of the Parliament of Canada in this context; and That the Committee shall present its final report no later than December 31, 2007, and that the Committee shall retain all powers necessary to publicize the findings of the Committee as set forth in its final report until March 31, 2008.—(Honourable Senator Downe) Hon Hugh Segal: 200"
