,english,french,translation
55,I was pleased to read this past May that the Minister of Citizenship and Immigration announced 120-day temporary resident permits for victims of trafficking. I believe that this is a good first step.,´ ` ´ J’ai egalement ete heureux d’apprendre en mai dernier que le ´ ´ ´ ministre de la Citoyennete et de l’Immigration a annonce que les ´ ´ victimes de la traite pourraient obtenir des permis [ Le senateur Phalen ] ´,"120-day temporary resident permits for victims of trafficking
[EN] - Translate: I was pleased to read this past May that the Minister of Citizenship and Immigration announced 120-day temporary resident permits for victims of trafficking. I believe that this is a good first step. : 120-day temporary resident permits for victims of trafficking
[ES] - Translate: I was pleased to read this past May that the Minister of Citizenship and Im"
56,"Honourable senators, imagine if you can the difficulty faced by someone like a worker in a women’s shelter faced with encouraging some poor victim of trafficking to go to the police knowing she might be charged with criminal activity herself and in a few months she might be deported.","´ ` ´ Honorables senateurs, vous pouvez imaginer a quelles difficultes s’exposent les travailleuses des refuges pour femmes qui essaieraient ` ` d’encourager une pauvre victime a s’adresser a la police en sachant qu’elle pourrait faire l’objet d’accusations au criminel et meme d’un ˆ renvoi dans son pays d’origine. Je crois que ces travailleuses communautaires seraient les premieres a qui les victimes s’adresseraient.","22-10: Honourable senators, imagine if you can the difficulty faced by someone like a worker in a women’s shelter faced with encouraging some poor victim of trafficking to go to the police knowing she might be charged with criminal activity herself and in a few months she might be deported.
[EN] - Translate: Honourable senators, imagine if you can the difficulty faced by someone like a worker in a women’s shelter faced with encouraging some poor victim of trafficking to go to the police knowing she might be charged with criminal activity herself and in a few months she might be deported. : 22-1"
57,"I believe these community-based people are the ones to whom victims would first turn, and we have to educate these people on the changes to the immigration laws and the services available to victims of trafficking if we are to have any hope that they would encourage such victims to report their traffickers.","Nous devons donc les ` ` sensibiliser aux modifications apportees aux lois sur l’immigration et ´ les informer des services offerts aux victimes. Autrement, nous ` n’aurions aucune chance de les voir encourager ces victimes a ´ denoncer leurs trafiquants.","11-01-2012
[EN] - Translate: I believe these community-based people are the ones to whom victims would first turn, and we have to educate these people on the changes to the immigration laws and the services available to victims of trafficking if we are to have any hope that they would encourage such victims to report their traffickers. : 11-01-2012
[FR] - Translate: I believe these community-based people are the ones to whom victims would first turn, and we have to educate these people on the changes to the immigration laws and the services available to victims of trafficking if we are to have"
58,"I would like to leave you, honourable senators, with a quote from Victor Malarek’s now famous book, The Natashas, on the subject of human trafficking. He said:","` ´ ´ Pour conclure, honorables senateurs, permettez-moi de vous ´ ´ ´ ` presenter une citation tiree du livre maintenant celebre de Victor Malarek, The Natashas, sur la traite des personnes : ` Mettre fin a cette forme atroce d’exploitation sexuelle doit constituer un imperatif moral, juridique et politique...","34
[EN] - Translate: I would like to leave you, honourable senators, with a quote from Victor Malarek’s now famous book, The Natashas, on the subject of human trafficking. He said: : 34
[FR] - Translate: I would like to leave you, honourable senators, with a quote from Victor Malarek’s now famous book, The Natashas, on the subject of human trafficking. He"
59,Are we making rules up as we go? Senator Comeau:,Inventons-nous des regles au fur et a mesure? ´ ´ ´ Le senateur Comeau :,"03/07/2007
11:35:19 AM [FR] - Translate: Are we making rules up as we go? Senator Comeau: : 03/0"
60,"In my 10 years here, this is the first time I have ever heard reference to a rule prohibiting it, and such a rule simply does not exist.","Depuis dix ans que je siege ici, c’est la ` premiere fois que j’entends parler d’une re` gle qui l’interdirait. Cette ` regle n’existe pas.","2011/10/28 :
In my 10 years here, this is the first time I have ever heard reference to a rule prohibiting it, and such a rule simply does not exist.
In my 10 years here, this is the first time I have ever heard reference to a rule prohibiting it, and such a rule simply does not exist. [FR]</s>"
61,"February 6, 2007 (b) by replacing, in clause 1 of the Schedule to the motion, in section 21, the words ‘‘consist of One hundred and seventeen Members’’ with the following: ‘‘consist of One hundred and twenty-nine Members’’; (c) by replacing, in clause 1 of the Schedule to the motion, in section 22, the words ‘‘British Columbia by Twelve Senators;’’ with the following: ‘‘British Columbia by Twenty-four Senators;’’; (d) by striking out, in clause 2 of the Schedule to the motion, in section 27, the words ‘‘or, in the case of British Columbia, Twelve Senators,’’; and (e) by replacing, in clause 2 of the Schedule to the motion, in section 28, the words ‘‘exceed One hundred and twenty-seven.’’ with the following: ‘‘exceed One hundred and thirty-nine.’’. —(Honourable Senator Bryden)","6 fevrier 2007 ´ ` c) par substitution, a l’article 1 de l’annexe de la motion, ` a l’article 22, des mots « la Colombie-Britannique par ´ douze senateurs » par ce qui suit : « la Colombie-Britannique par vingt-quatre ´ senateurs »; ` d) par suppression, a l’article 2 de l’annexe de la motion, ` a l’article 27, des mots « ou, dans le cas de la ColombieBritannique, tant que la representation de celle-ci ne sera ´ pas revenue au nombre fixe de douze senateurs »; ´ e) par substitution, a l’article 2 de l’annexe de la motion, ` a l’article 28, des mots « exceder cent vingt-sept » par ce ` ´ qui suit : « exceder cent trente-neuf ».—(L’honorable se´nateur ´ Bryden)","1139
[EN] - Translate: February 6, 2007 (a) by replacing, in clause 1 of the Schedule to the motion, in section 21, the words ‘‘consist of One hundred and seventeen Members’’ with the following: ‘‘consist of One hundred and twenty-nine Members’’; (b) by replacing, in clause 1 of the Schedule to the motion, in section 22, the words ‘‘British Columbia by Twelve Senators;’’ with the following: ‘‘British Columbia by Twenty-four Senators;’’; (c) by striking out, in clause 2 of the Schedule to the motion, in section 27, the words ‘‘or, in the case of British Columbia, Twelve Senators,’’; and (d) by replacing, in clause 2 of the Schedule to the motion, in section 28, the words ‘‘exceed One hundred and twenty-seven.’’ with the following: ‘‘exceed One hundred and thirty-nine.’’. —(Honourable Senator Bryden) : 1139
[FR] - Translate: February 6, 2007 (a) par la substitution, dans l’alinéa 1 de la Schéma à l’ordre du jour, dans la section 21, des mots «consiste de One hundred and seventeen Members» par les mots «consiste de One hundred and twenty-nine Members»; (b) par la substitution, dans l’alinéa 1 de la Schéma à l’ordre du jour, dans la section 222, des mots «British Columbia by Twelve Senators» par les mots «British Columbia by Twenty-four Senators»; (c) par la suppression, dans l’alinéa 2 de la Schéma à l’ordre du jour, dans la section 27, des mots «or, in the case of British Columbia, Twelve Senators»; et (d) par la substitution, dans l’alinéa 2 de la Schéma à l’ordre du jour, dans la section 28, des mots «exceed One hundred and"
62,"At its inception, the federal system of governing in Canada was devised to accommodate the various needs and bolster the respective strengths of the original partners in Confederation: Upper and Lower Canada, Nova Scotia and New Brunswick.","´ ´ ´ ´ ´ ´ Le regime federal a ete concu d’emblee pour tenir compte ¸ des divers besoins, des faiblesses et des ressources des premiers partenaires de la Confederation : le Haut-Canada, le Bas´ ´ ´ Canada, la Nouvelle-Ecosse et le Nouveau-Brunswick.",1867 - 1873 - 1917 - 1949 - 1965 - 1967 - 1971 - 1976 - 1979 - 1982 - 1988 - 1991 - 1994 - 1995 - 1997 - 1998 - 1999 - 2000 - 2002 - 2003 - 20
63,"The historical record is emphatic: there would have been no agreement on Confederation without the provision of an Upper Chamber possessing genuine powers....During the Confederation debates, Sir John A. Macdonald stressed the importance of checking the legislative power of governments elected largely by the heavily populated areas of the country: ‘‘To the Upper House is to be confided the protection of sectional interests; therefore it is that the three great divisions (now four) are there equally represented for the purpose of defending such interests against the combination of majorities in the Assembly.’’ . (1650)","Le compte rendu historique fait nettement ressortir qu’il n’y aurait jamais eu d’entente sur la Confederation si l’on n’avait ´ ´ ´ ´ ´ pas cree une Chambre haute dotee de vrais pouvoirs... ´ ´ ´ Pendant les debats sur la Confederation, sir John A. ´ ´ ´ Macdonald a souligne la necessite de mettre un frein au ´ ´ pouvoir legislatif des gouvernements qui seraient elus en ´ ´ ´ grande partie par les regions densement peuplees du pays : ` ´ ´ A la Chambre haute sera confie le soin de proteger les ´ ˆ ´ ´ interets des regions; il en resulte que les trois grandes divisions ´ ´ ´ ´ seront egalement representees pour defendre leurs propres interets contre les diverses majorites combinees a l’Assemblee.","19.
[EN] - Translate: The historical record is emphatic: there would have been no agreement on Confederation without the provision of an Upper Chamber possessing genuine powers....During the Confederation debates, Sir John A. Macdonald stressed the importance of checking the legislative power of governments elected largely by the heavily populated areas of the country: ‘‘To the Upper House is to be confided the protection of sectional interests; therefore it is that the three great divisions (now four) are there equally represented for the purpose of defending such interests against the combination of majorities in the Assembly.’’ . (1650) : 19.</s>"
64,"Resuming debate on the motion of the Honourable Senator Hays, seconded by the Honourable Senator Fraser, for the adoption of the second report of the Special Senate Committee on Senate Reform (motion to amend the Constitution of Canada (western regional representation in the Senate), without amendment but with observations), presented in the Senate on October 26, 2006; And on the motion in amendment of the Honourable Senator Tkachuk, seconded by the Honourable Senator Campbell, that the second report of the Special Senate Committee on Senate Reform be not now adopted but that the motion to amend the Constitution of Canada (western regional representation in the Senate), be amended as follows: (a) by replacing, in the third paragraph of the motion, the words ‘‘British Columbia be made a separate division represented by 12 Senators;’’ with the following: ‘‘British Columbia be made a separate division represented by 24 Senators;’’;","L’ordre du jour appelle : ´ ´ Reprise du debat sur la motion de l’honorable senateur ´ ´ ` Hays, appuyee par l’honorable senateur Fraser, tendant a ` ´ ´ ´ l’adoption du deuxieme rapport du Comite senatorial special ´ ´ sur la reforme du Senat (motion de modifier la Constitution du Canada (la repre´sentation des provinces de l’Ouest au Se´nat), sans amendement, mais avec des observations), presente au ´ ´ Senat le 26 octobre 2006; ´ Et sur la motion d’amendement de l’honorable senateur ´ ´ ´ Tkachuk, appuyee par l’honorable senateur Campbell, que le ` ´ ´ ´ ´ deuxieme rapport du Comite senatorial special sur la reforme ´ ´ du Senat ne soit pas adopte maintenant, mais que la motion pour modifier la Constitution du Canada (repre´ sentation des ´ ´ provinces de l’Ouest au Senat), soit modifiee comme suit : ` a) par substitution, au troisieme paragraphe de la motion, des mots « la Colombie-Britannique devienne une division distincte representee par douze senateurs » ´ ´ ´ par ce qui suit : « la Colombie-Britannique devienne une division ´ ´ ´ distincte representee par vingt-quatre senateurs »; b) par substitution, a l’article 1 de l’annexe de la motion, ` a l’article 21, des mots « se composera de cent dix-sept ` membres » par ce qui suit : « se composera de cent vingt-neuf membres »;","2nd reading in continuation.
[EN] - Debate: Resuming debate on the motion of the Honourable Senator Hays, seconded by the Honourable Senator Fraser, for the adoption of the second report of the Special Senate Committee on Senate Reform (motion to amend the Constitution of Canada (western regional representation in the Senate), without amendment but with observations), presented in the Senate on October 26, 2006; And on the motion in amendment of the Honourable Senator Tkachuk, seconded by the Honourable Senator Campbell, that the second report of the Special Senate Committee on Senate Reform be not now adopted but that the motion to amend the Constitution of Canada (western regional representation in the Senate), be amended as follows: (a) by replacing, in the third paragraph of the motion, the words ‘‘British Columbia be made a separate division represented by 12 Senators;’’ with the following: ‘‘British Columbia be made a separate division represented by 24 Senators;’’; : 2nd reading in continuation.
[FR] - Translate: Projet de loi visant à amender le Code de la construction du Québec (présenté par la Chambre des communes le 21 février 2007). : 1st reading.
[EN] - Bill to amend the Building Act (presented by the House of Commons on February 21, 2007). : 1st reading.
[FR] - Translate: Projet de loi visant à modifier le Code de la construction du Québec (présenté par la Chambre des communes le 21 février 2007). : 1st reading.
[EN] - Bill to amend the Building Act (presented by the House of Commons on February 21, 2007). : 1st reading.
[FR] - Translate: Projet de loi visant à modifier le Code de la construction du Québec (présenté par la Chambre des communes le "
65,". . . and it was quite natural that the protection for those interests, by equality in the Upper Chamber, should be demanded by the less numerous provinces.","C’est l’accord qu’ont conclu l’Ontario, ´ le Quebec et les provinces maritimes et auquel se sont jointes plus ´ tard les provinces de l’Ouest. En e´ change de la representation","2.
[FR] - Translate: . . . and it was quite natural that the protection for those interests, by equality in the Upper Chamber, should be demanded by the less numerous provinces. : 2.
[EN] - Translate: . . . and it was quite natural that the protection for those interests, by equality in the Upper Chamber, should be demanded by the less numerous"
66,"In our opinion, its fundamental character cannot be altered by unilateral action by the Parliament of Canada and S.91(1) does not give that power.",´ ´ ˆ ´ ´ ´ ´ ´ Nous sommes d’avis que le Parlement du Canada ne peut en modifier unilateralement le caractere fondamental et le par. 91(1) ne ´ ` l’y autorise pas.,"1.
[FR] - Translate: In our opinion, its fundamental character cannot be altered by unilateral action by the Parliament of Canada and S.91(1) does not give that power. : 1.
[FR] - Translate: In our opinion, its fundamental character cannot be altered by unilateral action by the Parliament of Canada and S.91(1) does not give that"
67,"Why would we do that? The Constitution of Canada, honourable senators, states: 22.","` Une question vient a l’esprit : pourquoi ferait-on cela? ´ Honorables senateurs, la Constitution canadienne dispose que : ´ 22.","1 (1) The official languages of Canada are the English and French languages. (2) It is the mission of the Government of Canada to preserve and enhance the use of both official languages and to strengthen the equality of status and use of the English and French languages in Canadian society.
[EN] - Translate"
68,"Senator Murray, in speaking to his and Senator Austin’s motion stated: The Constitution Act of 1915 created the Western division, with 24 seats equally divided among the four provinces.","Quand il a pris la parole au sujet de sa motion et de celle du ´ ´ ´ ´ senateur Austin, le senateur Murray a declare : ´ La Loi constitutionnelle de 1915 a cre´ e la division de ` ´ ´ l’Ouest comptant 24 sieges egalement repartis entre les quatre provinces.","1. The Constitution Act of 1915 created the Western division, with 24 seats equally divided among the four provinces. 2. The Constitution Act of 1915 created the Western division, with 24 seats equally divided among the four provinces. 3. The Constitution Act of 1915 created the Western division, with 24 seats equally divided among the four provinces. 4. The Constitution Act of 1915 created the Western division"
69,". . . In terms of Western representation, the Senate has stood still for more than 90 years.","[...] En ce qui concerne la representation de l’Ouest, ´ le Senat n’a pas bouge depuis plus de 90 ans.","15-12-2018 09:00 . . . In terms of Western representation, the Senate has stood still for more than 90 years.
[FR] - Translate: . . . In terms of Western representation, the Senate has stood still for more than "
70,"Honourable Senator Murray goes on to say: The geographic, demographic, cultural, political and economic realities of Western Canada are underrepresented in this place.","´ ´ Le senateur Murray poursuit en ces termes : ´ ´ ´ ´ Les realites geographique, demographique, culturelle, ´ politique et economique de l’Ouest canadien sont sousrepresentees au Senat.","2008-06-18 23:59:34+00
[EN] - Translate: Honourable Senator Murray goes on to say: The geographic, demographic, cultural, political and economic realities of Western Canada are underrepresented in this place. : 2008-06-18 23:59:34+00
["
71,"If it had a champion for its cause, seven more senators would set its division at 31 senators instead of 24, bringing their ratio of senators to people to the same level enjoyed by the Western division.","Si elle avait un champion ´ pour sa cause, l’ajout de sept nouveaux senateurs en porterait le ` nombre a 31, comparativement aux 24 qu’elle compte actuellement. Le rapport senateurs-population serait alors egal a celui de la ´ ´ ` division de l’Ouest.","24 senators and 24,000 people.
[EN] - Translate: If it had a champion for its cause, seven more senators would set its division at 31 senators instead of 24, bringing their ratio of senators to people to the same level enjoyed by the Western division. : 24 senators and 24,000 people.
[ES] - Traducir: Si hubiera un campeón de su causa, siete más senadores establecerían su divis"
72,"Quite frankly, it is a part of the role of the Senate to reinforce the parliamentary presence of the lesser populated provinces. No, the motion does not reapportion Senate seats.","100 des sieges a la division des provinces de l’Ouest, selon le texte de la motion, et doublera le ` ´ ` nombre de siege si l’amendement est adopte, tout en maintenant a 24 le nombre de sieges de chacune des trois autres divisions ` principales.","2016-10-06 23:36:07
[EN] - Translate: Quite frankly, it is a part of the role of the Senate to reinforce the parliamentary presence of the lesser populated provinces. No, the motion does not reapportion Senate seats. : 2016-10-06 23:36:07
[FR] - Translate: Quite frankly, it"
73,The best answer I can give you is: I am not sure.,La meilleure reponse que je peux vous ´ donner est la suivante : je n’en suis pas certain.,"1500 words
The best answer I can give you is: I am not sure.
[FR] - Translate: The best answer I can give you is: I am not sure. : 1500"
74,"When I stood up, I said, honourable senator, other than that, was there anything in the budget that you did not like? On motion of Senator Nolin, debate adjourned.","Je me suis leve´ ´ ` et lui ai demande : a part cela, y aurait-il autre chose qui vous ´ deplaıˆ t dans ce budget? ´ ´ ´ (Sur la motion du senateur Nolin, le debat est ajourne.) . (1710)","3 FR 1990 (1982).
[EN] - Translate: When I stood up, I said, honourable senator, other than that, was there anything in the budget that you did not like? On motion of Senator Nolin, debate adjourned. : 3 EN 1990 (1982).
[ES] - Translate: When I stood up, I said, honourable senator, other than that,"
75,A claims commissioner appointed to resolve claims — a task expected to be completed in three or four years — discovered the number of claims was overwhelming. There was no process in place to deal with them.,Le commissaire nomme pour regler les ´ ´ ´ ´ ´ ´ ˆ ´ revendications — tache qui etait censee etre terminee en trois ou ˆ ´ ´ ´ quatre ans — a decouvert que le nombre de celles-ci etait enorme et ´ qu’aucun processus n’etait en place pour s’en occuper.,05:02:00 - 05:03:00 - 05:04:00 - 05:05:00 - 05:06:00 - 05:07:00 - 05:08:00 - 05:09:00 - 05:10:00 - 05:11:00 - 05:12:
76,"Honourable senators, I move, seconded by the Honourable Senator Segal: That the fifth report of the Standing Senate Committee on Aboriginal Peoples, entitled Negotiation or Confrontation:",´ ´ L’ETUDE SUR LES PREOCCUPATIONS ` DES PREMIERES NATIONS CONCERNANT ` LE PROCESSUS DE REGLEMENT DES ` REVENDICATIONS PARTICULIERES ´ RAPPORT DU COMITE DES PEUPLES AUTOCHTONES— ´ MOTION DEMANDANT UNE REPONSE DU GOUVERNEMENT— ´ AJOURNEMENT DU DEBAT,"2005-2010, be adopted.
[EN] - Translate: Honourable senators, I move, seconded by the Honourable Senator Segal: That the fifth report of the Standing Senate Committee on Aboriginal Peoples, entitled Negotiation or Confrontation: : 2005-2010, be adopted.
[FR] - Translate: Honourable senators, I move, seconded by the Honourable Senator Segal: Que la"
77,"I wish to comment generally about the committee’s December 12, 2006 tabled report, entitled Negotiation or Confrontation: It’s Canada’s Choice.","Je voudrais pre senter quelques observations ´ ´ ´ generales sur le rapport intitule Ne´gociations ou affrontements : le Canada a un choix a` faire, depose par le comite le 12 decembre 2006.","2007-05-09 14:04:56
[EN] - Translate: I wish to comment generally about the committee’s December 12, 2006 tabled report, entitled Negotiation or Confrontation: It’s Canada’s Choice. : 2007-05-09 14:04:56
[FR] - Translate: I wish to comment generally about"
78,"In his testimony before your committee, honourable senators, the Minister of Indian and Northern Affairs also recognized the economic significance, the significant value of negotiated settlements and, perhaps more importantly, that time is of the essence. In his presentation before the Senate Committee on Aboriginal Peoples, the minister said:","´ ´ ´ Dans son expose devant le Comite senatorial des peuples ´ ´ autochtones, le ministre a declare : ` Contrairement aux recours judiciaires, les re glements ´ ´ ´ ´ ´ negocies sont e labore s grace au de ploiement d’efforts ˆ ´ concertes des parties dans le cadre d’un processus de collaboration qui, selon ce que j’ai pu constater au fil des ` ans, consolide sans aucun doute les liens.","1. The federal government has been working with the provinces and territories to develop a comprehensive, long-term plan to deal with the aboriginal housing crisis. : 2. A comprehensive, long-term plan will include: : a. The development of a national housing strategy, which will be the foundation for a long-term national housing program. : b. The development of a national housing agreement, which will be the foundation for a long-term funding program. : c. The development of a national housing program, which will be the foundation for a long-term program to provide funding and financial assistance to aboriginal communities. : d. The development of a national housing agreement, which will be the foundation for a long-term funding program"
79,"Adequate resources for negotiations and claims settlements have been lacking for many years and therefore, Canada’s lawful obligations to First Nations are not being met.","Les negociations et les procedures de ` reglement des revendications manquent de financement depuis bien des annees. En ce sens, les obligations legales du Canada envers ´ ´ les Premieres nations ne sont pas respectees.","2015-05-13 12:58:25
Adequate resources for negotiations and claims settlements have been lacking for many years and therefore, Canada’s lawful obligations to First Nations are not being met.
Adequate resources for negotiations and claims settlements have been lacking for many years and therefore, Canada’s lawful obligations to First Nations are not being met"
80,"One witness, Mr. Jerome Slavik, a lawyer with more than 20 years’ experience on specific claims, described the policy by saying: There is a complete disjuncture between the government’s stated interests of using claims as a platform to achieve economic self-sufficiency and self-government, and the process and criteria that claimants must go through to get there.","´ L’un des temoins, M. Jerome Slavik, un avocat ayant plus de ´ ` ` 20 ans d’experience en matiere de revendications particulieres, a decrit la politique de la facon suivante : ´ ¸ Il y a une rupture complete entre l’objectif declare de ` ´ ´ ` gouvernement, qui est d’utiliser le re glement des revendications pour favoriser l’autonomie e´ conomique et gouvernementale, et le processus auquel les demandeurs ` ` doivent se plier pour aboutir a un reglement.","1 witness, Mr. Jerome Slavik, a lawyer with more than 20 years’ experience on specific claims, described the policy by saying: There is a complete disjuncture between the government’s stated interests of using claims as a platform to achieve economic self-sufficiency and self-government, and the process and criteria that claimants must go through to get there.
[EN] - Translate: One witness, Mr. Jerome Slavik, a lawyer with more than 20 years’ experience on specific claims, described the policy by saying: There is a complete disjuncture between the government’s stated interests of using claims as a platform to achieve economic self-sufficiency and self-government, and the process and criteria that claimants must go through to get there. : One witness, Mr. Jerome Slavik,"
81,"they could not see going forward with Bill C-6 because it did not meet the requirements of fairness, as far as they were concerned.","au gouvernement. En ce qui concerne l’objet de notre rapport, ´ ´ ´ ´ ´ ` environ 80 p.","2017-07-06 11:43:00
[EN] - Translate: they could not see going forward with Bill C-6 because it did not meet the requirements of fairness, as far as they were concerned. : 2017-07-06 11:43:00
"
82,"However, the point that the honourable senator is making, is that the Aboriginal partners are rejecting the Bill C-6 methodology and therefore we are starting again from the beginning to deal with the process.","Par contre, ce que le senateur a dit, c’est que les partenaires ´ autochtones rejettent la methodologie du projet de loi C-6. Nous ´ ´ recommencons donc l’ensemble du processus depuis le debut.","2013-12-04 11:45:00
[EN] - Translate: However, the point that the honourable senator is making, is that the Aboriginal partners are rejecting the Bill C-6 methodology and therefore we are starting again from the beginning to deal with the process. : 2013-12-04 11:45:00
[FR] - Translate: However, the point that the honourable"
83,It was his government that brought forward Bill C-6 and why was it not put into effect.,C’est son gouvernement qui a presente le projet de loi C-6. Pourquoi n’a-t-il jamais ete mis en œuvre?,"16/11/2010
[EN] - Translate: It was his government that brought forward Bill C-6 and why was it not put into effect : 16/11/2010
[FR] - Translate: It was his"
84,Did the committee actually focus on that issue? Senator St. Germain:,Le comite s’est-il penche sur cette question en particulier? ´ Le senateur St. Germain :,12:18:45: 12:18:45: 12:18:45: 12:18:45: 12:18:45: 
85,"organizations that report directly to Parliament; the Westminster Institute in the United Kingdom, the Endowment for Democracy which reports to the Congress in the Senate in the United States, and the focus of those organizations, specifically on the strengthening of political parties abroad, as opposed to the many other aspects that are important and substantial, relative to the democracy project.","les efforts de ces organismes en ce qui a trait au renforcement des ` ´ ´ partis politiques a l’etranger, plutot que d’etudier les nombreux ˆ autres aspects importants et substantiels du projet de´ mocratique. ` Comme la motion l’indique, il s’agirait d’une e´ tude breve, ou nous ` interrogerions des temoins ayant œuvre dans ce champ d’activite.","1027360
[EN] - Translate: organizations that report directly to Parliament; the Westminster Institute in the United Kingdom, the Endowment for Democracy which reports to the Congress in the Senate in the United States, and the focus of those organizations, specifically on the strengthening of political parties abroad, as opposed to the many other aspects that are important and substantial, relative to the democracy project : 1027360
[FR] - Translate: organizations that report directly to Parliament; the Westminster Institute in the United Kingdom, the Endowment for Democracy which reports to the Congress in the Senate in the United States, and the focus of those organizations, specifically on the strengthening of political parties abroad, as opposed to the many other aspects that are"
86,Why is he not seeking permission for the committee to travel in the motion? Senator Segal:,"Pourquoi ne ´ demande-t-il pas l’autorisation, dans la motion, pour que le comite ´ puisse se deplacer? ´ ´ Le senateur Segal :",1. I am seeking permission for the committee to travel. 2. I am seeking permission for the committee to travel. 3. I am seeking permission for the committee to travel. 4. I am seeking permission for the committee to travel. 5. I am seeking permission
87,"Although I have given that a great deal of thought, I have not had the opportunity to discuss it in private with my other colleagues, however, I feel that we would be missing something if we did not go on the ground and talk at length with these people who have gathered quite a bit of experience over many years.","Bien que j’aie beaucoup reflechi a la question, je n’ai pas eu l’occasion d’en discuter en prive avec mes autres ´ collegues. Cependant, j’estime que nous ne retirerons pas autant de ` cet exercice si nous ne nous deplacons pas en personne pour parler ´ ¸ en detail avec nos homologues, qui ont acquis une experience ´ ´ ´ considerable au fil des ans.",04:22:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:12:
88,"We could consult broadly with our leadership relative to the timing of any travel due the sensitivity, relative to the roster, certainly on this side, but that being said, if that is an amendment that my colleague would like to make, I would support it without hesitation.","Nous pourrions demander ` ´ conseil a nos leaders relativement au calendrier d’e ventuels ´ ´ ´ ´ deplacements etant donne la delicate question que pose le programme legislatif, particulierement de ce cote-ci. Cela dit, si ´ ` ˆ ´ mon collegue souhaite presenter cet amendement, je l’appuierais ` ´ ´ sans hesitation.","2019-03-13 13:11:52.0
[FR] - Translate: We could consult broadly with our leadership relative to the timing of any travel due the sensitivity, relative to the roster, certainly on this side, but that being said, if that is an amendment that my colleague would like to make, I would support it without hesitation : 2019-03-13 13:11:52.0
[FR] - Translate: We could consult broadly with our leadership relative to the timing of any travel due the sensitivity, relative"
89,"Resuming debate on the motion of the Honourable Senator Tkachuk, for the Honourable Senator Segal, seconded by the Honourable Senator Stratton: That the Standing Senate Committee on Foreign Affairs and International Trade be authorized to examine and report on the effectiveness of Canada’s promotion of democratic development abroad; the role of the Parliament of Canada in this context; and That the Committee shall present its final report no later than December 31, 2007, and that the Committee shall retain all powers necessary to publicize the findings of the Committee as set forth in its final report until March 31, 2008.—(Honourable Senator Downe) Hon. Hugh Segal:","Reprise du debat sur la motion de l’honorable senateur ´ ´ ´ ´ Tkachuk, au nom de l’honorable senateur Segal, appuyee par ´ l’honorable senateur Stratton : ´ ´ ´ ` Que le Comite senatorial permanent des affaires etrangeres ´ ` ´ et du commerce international soit autorise a etudier, en vue d’en faire rapport, l’efficacite de la promotion canadienne de ´ la democratie a l’etranger; le role du Parlement du Canada ´ ` ´ ˆ dans ce contexte; et ´ ´ Que le comite presente son rapport final au plus tard le ´ ´ 31 decembre 2007; et que le comite conserve les pouvoirs ´ ` ´ ´ necessaires a la diffusion des resultats de son etude contenu dans son rapport final jusqu’au 31 mars 2008.—(L’honorable se´nateur Downe) L’honorable Hugh Segal :","21.02.2007.
[EN] - Translate: Resuming debate on the motion of the Honourable Senator Tkachuk, for the Honourable Senator Segal, seconded by the Honourable Senator Stratton: That the Standing Senate Committee on Foreign Affairs and International Trade be authorized to examine and report on the effectiveness of Canada’s promotion of democratic development abroad; the role of the Parliament of Canada in this context; and That the Committee shall present its final report no later than December 31, 2007, and that the Committee shall retain all powers necessary to publicize the findings of the Committee as set forth in its final report until March 31, 2008.—(Honourable Senator Downe) Hon Hugh Segal: : 21.02.2007.
[FR] - Translate: Le Président, je vous prie de bien vouloir prendre la parole.
[EN] - Translate: Mr. President, I would like to speak.
[FR] - Translate: Monsieur le Président, je voudrais vous demander la parole.
[EN] - Translate: Mr. President, I would like to ask the question.
[FR] - Translate: Monsieur le Président, je vous prie de bien vouloir prendre la parole.
[EN] - Translate: Mr. President, I would like to ask the question.
[FR] - Translate: Monsieur le Président,"
90,"We do not want to replicate the work of the House of Commons on democratization, which is a much larger and broader study, but to look specifically at the role of the [ Senator St. Germain ]","Notre etude ´ consisterait plutot a examiner le role d’organismes qui relevent ˆ ` ˆ ` directement de leur parlement, soit le Westminster Institute au Royaume-Uni et la fondation Endowment for Democracy, qui ´ ` ` releve du Congres des Etats-Unis. Nous voulons comprendre [ Le senateur St. Germain ] ´","226.
[FR] - Translate: We do not want to replicate the work of the House of Commons on democratization, which is a much larger and broader study, but to look specifically at the role of the [ Senator St Germain ] : 226.
[FR] - Translate: We do not want to replicate the work of the House of Commons on democratization, which is a much larger and broader study, but to look specifically at the role of the [ Senator"
91,Would that be one area of your work? Senator Segal:,Cela ferait-il partie de vos taches? ˆ ´ Le senateur Segal :,1101000110010001100100011001000110010001100100
92,"I am even less clear, then, about the meaning of the role of the Parliament of Canada in this context; can the honourable senator give us an explanation?",Je comprends donc encore moins le role du ˆ Parlement du Canada dans ce contexte. Le senateur peut-il donner ´ des explications? ´ Le senateur Segal :,"18550
[EN] - Translate: I am even less clear, then, about the meaning of the role of the Parliament of Canada in this context; can the honourable senator give us an explanation? : 18550
[ES] - Traducir: ¿Cuál es el significado de la función del Parlamento de Canadá en este contexto? ¿P"
