,english,french,translation
54,"Honourable senators, I cannot tell you how pleased I was to read about this pilot project, and I believe we need to give our law enforcement officials, all across Canada, all the tools necessary to help these victims.","Honorables senateurs, je ne peux pas vous dire a quel point j’ai ete ´ ` ´ ´ heureux d’apprendre la mise en œuvre de ce projet pilote. Je crois ` que nous devrions donner a nos organismes d’application de la loi, ´ partout au Canada, tous les moyens necessaires pour aider ces ` victimes.","Ça m’a fait plaisir de lire sur ce projet pilote, et je crois qu’il faut donner à nos officiers de la police, à toutes les régions du Canada, tous les outils nécessaires pour aider ces victimes.

* 
  * English: I would like to thank the Minister of Justice for her support. ## French: J’aimerais remercier le ministre de la Justice pour son soutien.

* 
  * English: Thank you for your"
55,I was pleased to read this past May that the Minister of Citizenship and Immigration announced 120-day temporary resident permits for victims of trafficking. I believe that this is a good first step.,´ ` ´ J’ai egalement ete heureux d’apprendre en mai dernier que le ´ ´ ´ ministre de la Citoyennete et de l’Immigration a annonce que les ´ ´ victimes de la traite pourraient obtenir des permis [ Le senateur Phalen ] ´,"Ça me plaît d'apprendre que le ministre de la citoyenneté et de l'immigration a annoncé en mai dernier des permis de résident temporaire de 120 jours pour les victimes de la traite. Je crois que c'est un bon premier pas. ##

I was pleased to read this past May that the Minister of Citizenship and Immigration announced 120-day temporary resident permits for victims of trafficking. I believe that this is"
56,"Honourable senators, imagine if you can the difficulty faced by someone like a worker in a women’s shelter faced with encouraging some poor victim of trafficking to go to the police knowing she might be charged with criminal activity herself and in a few months she might be deported.","´ ` ´ Honorables senateurs, vous pouvez imaginer a quelles difficultes s’exposent les travailleuses des refuges pour femmes qui essaieraient ` ` d’encourager une pauvre victime a s’adresser a la police en sachant qu’elle pourrait faire l’objet d’accusations au criminel et meme d’un ˆ renvoi dans son pays d’origine. Je crois que ces travailleuses communautaires seraient les premieres a qui les victimes s’adresseraient.","Ô, imaginez-vous la difficulté qui est face à quelqu’un comme un travailleur dans un refuge pour femmes qui fait face à la difficulté de persuader une pauvre victime de trafic de se rendre aux policiers en sachant qu’elle peut être poursuivie pour activités criminelles et qu’en quelques mois elle pourrait être expulsée.


### French: Honourable senators, imaginez-vous la difficulté qui est face à quelqu’un comme un travailleur dans un refuge pour femmes qui fait face à la difficulté de persuader une pauvre vict"
57,"I believe these community-based people are the ones to whom victims would first turn, and we have to educate these people on the changes to the immigration laws and the services available to victims of trafficking if we are to have any hope that they would encourage such victims to report their traffickers.","Nous devons donc les ` ` sensibiliser aux modifications apportees aux lois sur l’immigration et ´ les informer des services offerts aux victimes. Autrement, nous ` n’aurions aucune chance de les voir encourager ces victimes a ´ denoncer leurs trafiquants.","Être sûr que les personnes basées dans la communauté sont celles auxquelles les victimes se tourneraient d’abord et que nous devons éduquer ces personnes sur les modifications aux lois de l’immigration et sur les services disponibles aux victimes de la traite d’êtres humains si nous voulons avoir aucune espoir qu’elles encourageraient tels victimes à signaler leurs trafiquants.

#### English: I believe these community-based people are the ones to whom victims would first turn, and we have to educate these people on the changes to the immigration laws and the services available to victims of trafficking if we are"
58,"I would like to leave you, honourable senators, with a quote from Victor Malarek’s now famous book, The Natashas, on the subject of human trafficking. He said:","` ´ ´ Pour conclure, honorables senateurs, permettez-moi de vous ´ ´ ´ ` presenter une citation tiree du livre maintenant celebre de Victor Malarek, The Natashas, sur la traite des personnes : ` Mettre fin a cette forme atroce d’exploitation sexuelle doit constituer un imperatif moral, juridique et politique...","Être abandonné, honneurs et dignités, par le gouvernement du Canada, je voudrais laisser le Parlement avec un extrait de la très célèbre œuvre de Victor Malarek, The Natashas, sur le sujet du trafic d’êtres humains. Il a dit: ## Italian: Io vorrei lasciare l’onorevole Senato con un estratto di un libro molto famoso, The Natashas, scritto da Victor"
59,Are we making rules up as we go? Senator Comeau:,Inventons-nous des regles au fur et a mesure? ´ ´ ´ Le senateur Comeau :,"Êtes-nous nous faisant des règles à mesure que nous y passons? Sénateur Comeau:

* 
  *

### English: Are we making rules"
60,"In my 10 years here, this is the first time I have ever heard reference to a rule prohibiting it, and such a rule simply does not exist.","Depuis dix ans que je siege ici, c’est la ` premiere fois que j’entends parler d’une re` gle qui l’interdirait. Cette ` regle n’existe pas.","10 ans d'existence ici, j'ai entendu parler d'une règle interdisant cela, et une telle règle n'existe pas. ## German: In meinen 10 Jahren hier, habe ich das erstmalig gehört, dass es eine Regel gibt, die das verbietet, und eine solche Regel existiert nicht"
61,"February 6, 2007 (b) by replacing, in clause 1 of the Schedule to the motion, in section 21, the words ‘‘consist of One hundred and seventeen Members’’ with the following: ‘‘consist of One hundred and twenty-nine Members’’; (c) by replacing, in clause 1 of the Schedule to the motion, in section 22, the words ‘‘British Columbia by Twelve Senators;’’ with the following: ‘‘British Columbia by Twenty-four Senators;’’; (d) by striking out, in clause 2 of the Schedule to the motion, in section 27, the words ‘‘or, in the case of British Columbia, Twelve Senators,’’; and (e) by replacing, in clause 2 of the Schedule to the motion, in section 28, the words ‘‘exceed One hundred and twenty-seven.’’ with the following: ‘‘exceed One hundred and thirty-nine.’’. —(Honourable Senator Bryden)","6 fevrier 2007 ´ ` c) par substitution, a l’article 1 de l’annexe de la motion, ` a l’article 22, des mots « la Colombie-Britannique par ´ douze senateurs » par ce qui suit : « la Colombie-Britannique par vingt-quatre ´ senateurs »; ` d) par suppression, a l’article 2 de l’annexe de la motion, ` a l’article 27, des mots « ou, dans le cas de la ColombieBritannique, tant que la representation de celle-ci ne sera ´ pas revenue au nombre fixe de douze senateurs »; ´ e) par substitution, a l’article 2 de l’annexe de la motion, ` a l’article 28, des mots « exceder cent vingt-sept » par ce ` ´ qui suit : « exceder cent trente-neuf ».—(L’honorable se´nateur ´ Bryden)","1er février 2007 (b) par la substitution, dans la première partie de la motion, en vertu de l’article 21, des mots « consiste en cent soixante-dix membres » par les mots « consiste en cent soixante-dix membres »; (c) par la substitution, dans la première partie de la motion, en vertu de l’article 22, des mots « Colombie-Britannique par douze sénateurs » par les mots « Colombie-Britannique par vingt-quatre sénateurs »; (d) par la suppression, dans la deuxième partie de la motion, en vertu de l’article 27, des mots « ou, dans le cas de Colombie-Britannique, douze sénateurs »; et (e) par la substitution, dans la deuxième partie de la motion, en vertu de l’article 28, des mots « dépasser cent soixante-sept » par les mots « dépasser cent soixante-neuf ». —(Honorable sénateur Bryden)
Hon. Gerald J. Trebilcock: Honourable senators, I have the honour to move, seconded by the Honourable Senator Bryden:
That the Senate approves the following schedule, in substitution of the schedule to the motion for the second reading of Bill C-36, An Act to amend the Criminal Code, the Criminal Records Act, the DNA Identification Act and the National Defence Act:
1. Schedule 1, in substitution of Schedule 1 to the motion for the second reading of Bill C-36, An Act to amend the Criminal Code, the Criminal Records Act, the DNA Identification Act and the National Defence Act, amends the Criminal Code in the following ways:
(a) by replacing, in section 21, in the part before the formula, the words “consist of One hundred and seventeen Members” with the words “consist of One hundred and twenty-nine Members”;
(b) by replacing, in section 22, in the part before the formula, the words “British Columbia by Twelve Senators;”"
62,"At its inception, the federal system of governing in Canada was devised to accommodate the various needs and bolster the respective strengths of the original partners in Confederation: Upper and Lower Canada, Nova Scotia and New Brunswick.","´ ´ ´ ´ ´ ´ Le regime federal a ete concu d’emblee pour tenir compte ¸ des divers besoins, des faiblesses et des ressources des premiers partenaires de la Confederation : le Haut-Canada, le Bas´ ´ ´ Canada, la Nouvelle-Ecosse et le Nouveau-Brunswick.","Être membre de la confédération canadienne. ##

## French: At its inception, the federal system of governing in Canada was devised to accommodate the various needs and bolster the respective strengths of the original partners in Confederation: Upper and Lower Canada, Nova Scotia and New Brunswick. ## English: Être membre de la confédération canadienne. ##

## English: The provinces of Canada are the 13 constituent units of Canada, each with its own government and responsible for certain matters of national scope. ## French"
63,"The historical record is emphatic: there would have been no agreement on Confederation without the provision of an Upper Chamber possessing genuine powers....During the Confederation debates, Sir John A. Macdonald stressed the importance of checking the legislative power of governments elected largely by the heavily populated areas of the country: ‘‘To the Upper House is to be confided the protection of sectional interests; therefore it is that the three great divisions (now four) are there equally represented for the purpose of defending such interests against the combination of majorities in the Assembly.’’ . (1650)","Le compte rendu historique fait nettement ressortir qu’il n’y aurait jamais eu d’entente sur la Confederation si l’on n’avait ´ ´ ´ ´ ´ pas cree une Chambre haute dotee de vrais pouvoirs... ´ ´ ´ Pendant les debats sur la Confederation, sir John A. ´ ´ ´ Macdonald a souligne la necessite de mettre un frein au ´ ´ pouvoir legislatif des gouvernements qui seraient elus en ´ ´ ´ grande partie par les regions densement peuplees du pays : ` ´ ´ A la Chambre haute sera confie le soin de proteger les ´ ˆ ´ ´ interets des regions; il en resulte que les trois grandes divisions ´ ´ ´ ´ seront egalement representees pour defendre leurs propres interets contre les diverses majorites combinees a l’Assemblee.","1. La tradition historique est sans appel. Il y a eu un accord sur la Confédération sans la provision d'une chambre supérieure ayant réellement des pouvoirs. Pendant les débats sur la Confédération, Sir John A. Macdonald a insisté sur l'importance de contrôler le pouvoir législatif des gouvernements élus largement par les régions peu peuplées du pays: «A la Chambre supérieure est confié la protection des intérêts sectionnels; c'est pour cela que les trois grandes divisions (maintenant quatre) sont y représentées de façon égale pour protéger tels intérêts contre la combinaison des majorités dans l'Assemblée.» (1650) ## Italian: 1. La tradizione storica è netta e chiara: non ci sarebbe stato alcun accordo sulla Confederazione senza la provision d'una Camera Suprema che avesse realmente poteri. Durante i dibattiti sulla Confederazione, Sir John A. Macdonald ha insistito sull'importanza di controllare il potere legislativo dei governi eletti largamente nelle regioni poco popolose del paese: «A la Camera Suprema è conf"
64,"Resuming debate on the motion of the Honourable Senator Hays, seconded by the Honourable Senator Fraser, for the adoption of the second report of the Special Senate Committee on Senate Reform (motion to amend the Constitution of Canada (western regional representation in the Senate), without amendment but with observations), presented in the Senate on October 26, 2006; And on the motion in amendment of the Honourable Senator Tkachuk, seconded by the Honourable Senator Campbell, that the second report of the Special Senate Committee on Senate Reform be not now adopted but that the motion to amend the Constitution of Canada (western regional representation in the Senate), be amended as follows: (a) by replacing, in the third paragraph of the motion, the words ‘‘British Columbia be made a separate division represented by 12 Senators;’’ with the following: ‘‘British Columbia be made a separate division represented by 24 Senators;’’;","L’ordre du jour appelle : ´ ´ Reprise du debat sur la motion de l’honorable senateur ´ ´ ` Hays, appuyee par l’honorable senateur Fraser, tendant a ` ´ ´ ´ l’adoption du deuxieme rapport du Comite senatorial special ´ ´ sur la reforme du Senat (motion de modifier la Constitution du Canada (la repre´sentation des provinces de l’Ouest au Se´nat), sans amendement, mais avec des observations), presente au ´ ´ Senat le 26 octobre 2006; ´ Et sur la motion d’amendement de l’honorable senateur ´ ´ ´ Tkachuk, appuyee par l’honorable senateur Campbell, que le ` ´ ´ ´ ´ deuxieme rapport du Comite senatorial special sur la reforme ´ ´ du Senat ne soit pas adopte maintenant, mais que la motion pour modifier la Constitution du Canada (repre´ sentation des ´ ´ provinces de l’Ouest au Senat), soit modifiee comme suit : ` a) par substitution, au troisieme paragraphe de la motion, des mots « la Colombie-Britannique devienne une division distincte representee par douze senateurs » ´ ´ ´ par ce qui suit : « la Colombie-Britannique devienne une division ´ ´ ´ distincte representee par vingt-quatre senateurs »; b) par substitution, a l’article 1 de l’annexe de la motion, ` a l’article 21, des mots « se composera de cent dix-sept ` membres » par ce qui suit : « se composera de cent vingt-neuf membres »;","1. Adoption du rapport spécial du Sénat sur le renouvellement du Sénat (modification de la Constitution du Canada (représentation régionale occidentale au Sénat), sans amendement mais avec observations); 2. Adoption de la motion de l’honorable senateur Hays, secondee par l’honorable senateur Fraser, pour l’adoption du deuxième rapport du Special Senate Committee on Senate Reform; 3. Adoption de la motion de modification de la Constitution du Canada (représentation régionale occidentale au Sénat), sans modification mais avec observations; 4. Adoption de la motion de modification de la motion de modification de la Constitution du Canada (représentation régionale occidentale au Sénat), selon les amendements suivants: (a) par remplacement, dans la troisième paragraph de la motion de modification de la Constitution du Canada (représentation régionale occidentale au Sénat), les mots ‘‘British Columbia be made a separate division represented by 12 Senators;’’ with the following: ‘‘British Columbia be made a separate division represented by 24 Senators;’’; ##

### French: Resuming debate on the motion of the Honourable Senator Hays, seconded by the Honourable Senator Fraser, for the adoption of the second report of the Special Senate Committee on Senate Reform (modification de la Constitution du Canada (représentation régionale occidentale au Sénat), sans amendement mais avec observations), presented in the Senate on October 26, 2006; And on the motion in amendment of the Honourable Senator Tkachuk, seconded by the Honourable Senator Campbell, that the second report of the Special Senate Committee on Senate Reform be not now adopted but that the motion to amend the Constitution of Canada (représentation régionale occidentale au Sénat), be amended as follows: (a) by replacing, in the third paragraph of the motion motion to amend the Constitution of Canada"
65,". . . and it was quite natural that the protection for those interests, by equality in the Upper Chamber, should be demanded by the less numerous provinces.","C’est l’accord qu’ont conclu l’Ontario, ´ le Quebec et les provinces maritimes et auquel se sont jointes plus ´ tard les provinces de l’Ouest. En e´ change de la representation",................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
66,"In our opinion, its fundamental character cannot be altered by unilateral action by the Parliament of Canada and S.91(1) does not give that power.",´ ´ ˆ ´ ´ ´ ´ ´ Nous sommes d’avis que le Parlement du Canada ne peut en modifier unilateralement le caractere fondamental et le par. 91(1) ne ´ ` l’y autorise pas.,"91(1) ne nous donne pas le pouvoir de modifier le caractère fondamental de la Constitution. ##

### Status:

* [Editorially set](http://www.bcla.org/page/show/52269)
* [Art. 1](http://www.bcla.org/page/show/52271)
*"
67,"Why would we do that? The Constitution of Canada, honourable senators, states: 22.","` Une question vient a l’esprit : pourquoi ferait-on cela? ´ Honorables senateurs, la Constitution canadienne dispose que : ´ 22.","Ça, c’est vraiment étrange, mais c’est ce que nous faisons. La Constitution du Canada, mesdames et messieurs les sénateurs, dit: 22.

The Constitution of Canada, honourable senators, states:

##"
68,"Senator Murray, in speaking to his and Senator Austin’s motion stated: The Constitution Act of 1915 created the Western division, with 24 seats equally divided among the four provinces.","Quand il a pris la parole au sujet de sa motion et de celle du ´ ´ ´ ´ senateur Austin, le senateur Murray a declare : ´ La Loi constitutionnelle de 1915 a cre´ e la division de ` ´ ´ l’Ouest comptant 24 sieges egalement repartis entre les quatre provinces.","1915, la Loi constitutionnelle créa la division occidentale, avec 24 sièges divisés équitablement entre les quatre provinces. ##

{{cite web | title = The Constitution Act, 1915 (No. 12) | url = http://www.assembly.ab.ca/laws/statutes/statutes-002-003.pdf | work = Statutes of Alberta"
69,". . . In terms of Western representation, the Senate has stood still for more than 90 years.","[...] En ce qui concerne la representation de l’Ouest, ´ le Senat n’a pas bouge depuis plus de 90 ans."," . . . En termes de représentation occidentale, le Sénat a été immobilisé pendant plus de 90 ans. ##

### English: . . . The Senate has been stagnant for more than 90 years ## French:  . . ."
70,"Honourable Senator Murray goes on to say: The geographic, demographic, cultural, political and economic realities of Western Canada are underrepresented in this place.","´ ´ Le senateur Murray poursuit en ces termes : ´ ´ ´ ´ Les realites geographique, demographique, culturelle, ´ politique et economique de l’Ouest canadien sont sousrepresentees au Senat.","

#### Résumé

The geographic, demographic, cultural, political and economic realities of Western Canada are underrepresented in this place.

## Source

* Hansard of the Senate of Canada, 16 June 2015</s>"
71,"If it had a champion for its cause, seven more senators would set its division at 31 senators instead of 24, bringing their ratio of senators to people to the same level enjoyed by the Western division.","Si elle avait un champion ´ pour sa cause, l’ajout de sept nouveaux senateurs en porterait le ` nombre a 31, comparativement aux 24 qu’elle compte actuellement. Le rapport senateurs-population serait alors egal a celui de la ´ ´ ` division de l’Ouest.","24 sénateurs représentent 24 000 habitants, ce qui n'est pas la moindre de la division orientale.

The 1876 U.S. Senate election in New Hampshire was held on November 7, 1876, by the General Court to elect a U.S. Senator to represent the State of New Hampshire.

## Background

The 1876 U.S. Senate election in New Hampshire was held on November "
72,"Quite frankly, it is a part of the role of the Senate to reinforce the parliamentary presence of the lesser populated provinces. No, the motion does not reapportion Senate seats.","100 des sieges a la division des provinces de l’Ouest, selon le texte de la motion, et doublera le ` ´ ` nombre de siege si l’amendement est adopte, tout en maintenant a 24 le nombre de sieges de chacune des trois autres divisions ` principales.","Ça, c'est une partie de la fonction du Sénat de renforcer la présence parlementaire des provinces moins peuplées. Non, la motion n'a pas de réapprécionner les sièges du Sénat.


</s>"
73,The best answer I can give you is: I am not sure.,La meilleure reponse que je peux vous ´ donner est la suivante : je n’en suis pas certain.,"
Je ne sais pas.

### German: Ich weiß nicht.

### Spanish: No lo sé.

### Japanese: 知りません。

##"
74,"When I stood up, I said, honourable senator, other than that, was there anything in the budget that you did not like? On motion of Senator Nolin, debate adjourned.","Je me suis leve´ ´ ` et lui ai demande : a part cela, y aurait-il autre chose qui vous ´ deplaıˆ t dans ce budget? ´ ´ ´ (Sur la motion du senateur Nolin, le debat est ajourne.) . (1710)","Être-vous en mesure de dire que l’on n’aime pas quelque chose dans le budget? ## German: Es ist mir ein Vergnügen, dass der Senat der Regierung das Budget billigt.

## See also

* List of words with the same etymology
* List of English words with French origins
* List of English words with German origins
* List of English words with Latin origins
* List of English words"
75,A claims commissioner appointed to resolve claims — a task expected to be completed in three or four years — discovered the number of claims was overwhelming. There was no process in place to deal with them.,Le commissaire nomme pour regler les ´ ´ ´ ´ ´ ´ ˆ ´ revendications — tache qui etait censee etre terminee en trois ou ˆ ´ ´ ´ quatre ans — a decouvert que le nombre de celles-ci etait enorme et ´ qu’aucun processus n’etait en place pour s’en occuper.,"

The number of claims was overwhelming. There was no process in place to deal with them.
</s>"
76,"Honourable senators, I move, seconded by the Honourable Senator Segal: That the fifth report of the Standing Senate Committee on Aboriginal Peoples, entitled Negotiation or Confrontation:",´ ´ L’ETUDE SUR LES PREOCCUPATIONS ` DES PREMIERES NATIONS CONCERNANT ` LE PROCESSUS DE REGLEMENT DES ` REVENDICATIONS PARTICULIERES ´ RAPPORT DU COMITE DES PEUPLES AUTOCHTONES— ´ MOTION DEMANDANT UNE REPONSE DU GOUVERNEMENT— ´ AJOURNEMENT DU DEBAT,"

### English: Honourable senators, I move, seconded by the Honourable Senator Segal: That the fifth report of the Standing Senate Committee on Aboriginal Peoples, entitled Negotiation or Confrontation: ## French: 

### English: Honourable senators, I move, seconded by the Honourable Senator Segal: That the fifth report of the Standing Senate Committee on Aboriginal Peoples, entitled Negotiation or Confrontation:"
77,"I wish to comment generally about the committee’s December 12, 2006 tabled report, entitled Negotiation or Confrontation: It’s Canada’s Choice.","Je voudrais pre senter quelques observations ´ ´ ´ generales sur le rapport intitule Ne´gociations ou affrontements : le Canada a un choix a` faire, depose par le comite le 12 decembre 2006.","1. Je voudrais commenter généralement la Rapport du Comité de la Chambre, du 12 décembre 2006, intitulé: Négociation ou Confrontation: C’est la Choix de Canada. ## English: I wish to comment generally about the committee’s December 12, 2006 tabled report, entitled Negotiation or Confrontation: It’s Canada’s Choice. ## French:"
78,"In his testimony before your committee, honourable senators, the Minister of Indian and Northern Affairs also recognized the economic significance, the significant value of negotiated settlements and, perhaps more importantly, that time is of the essence. In his presentation before the Senate Committee on Aboriginal Peoples, the minister said:","´ ´ ´ Dans son expose devant le Comite senatorial des peuples ´ ´ autochtones, le ministre a declare : ` Contrairement aux recours judiciaires, les re glements ´ ´ ´ ´ ´ negocies sont e labore s grace au de ploiement d’efforts ˆ ´ concertes des parties dans le cadre d’un processus de collaboration qui, selon ce que j’ai pu constater au fil des ` ans, consolide sans aucun doute les liens.","Ça a été un témoignage très important. Le ministre de l'Industrie et des Affaires indiennes et nord-américaines a reconnu l'importance économique, l'importance des négociations et, peut-être plus important encore, que le temps est de l'essence. ##

##### _Le ministre de l'Industrie et des Affaires indiennes et nord-américaines a reconnu l'importance économique, l'importance des négociations et, peut-être plus important encore, que le temps est de l'essence._

##### _The Minister of Industry and Indian Affairs and Northern Development recognized the"
79,"Adequate resources for negotiations and claims settlements have been lacking for many years and therefore, Canada’s lawful obligations to First Nations are not being met.","Les negociations et les procedures de ` reglement des revendications manquent de financement depuis bien des annees. En ce sens, les obligations legales du Canada envers ´ ´ les Premieres nations ne sont pas respectees.","Être en mesure d’assurer les ressources nécessaires aux négociations et aux règles de règlement des différends a manqué pendant de nombreuses années et donc, les obligations légitimes de la nation canadienne aux Premières Nations ne sont pas remplies.
### English: Adequate resources for negotiations and claims settlements have been lacking for many years and therefore, Canada’s law"
80,"One witness, Mr. Jerome Slavik, a lawyer with more than 20 years’ experience on specific claims, described the policy by saying: There is a complete disjuncture between the government’s stated interests of using claims as a platform to achieve economic self-sufficiency and self-government, and the process and criteria that claimants must go through to get there.","´ L’un des temoins, M. Jerome Slavik, un avocat ayant plus de ´ ` ` 20 ans d’experience en matiere de revendications particulieres, a decrit la politique de la facon suivante : ´ ¸ Il y a une rupture complete entre l’objectif declare de ` ´ ´ ` gouvernement, qui est d’utiliser le re glement des revendications pour favoriser l’autonomie e´ conomique et gouvernementale, et le processus auquel les demandeurs ` ` doivent se plier pour aboutir a un reglement.","1 témoin, M. Jerome Slavik, avocat de plus de 20 ans dans le domaine des revendications spécifiques, décrit la politique en disant: Il y a une disjonction complète entre les intérêts du gouvernement de l’utiliser comme plate-forme pour atteindre l’autonomie économique et la gouvernance, et le processus et les critères que les demandeurs doivent passer pour y parvenir. ## German: 1 Zeuge, Herr Jerome Slavik, Rechtsanwalt mit mehr als 20 Jahren Erfahrung in der Spezifikationserklärung, beschreibt die Politik damit: Es gibt eine vollständige Abtrennung zwischen den Interessen des Regierung, die Sie als Plattform zum Erreichen wirtschaftlicher Selbstständigkeit und Selbst"
81,"they could not see going forward with Bill C-6 because it did not meet the requirements of fairness, as far as they were concerned.","au gouvernement. En ce qui concerne l’objet de notre rapport, ´ ´ ´ ´ ´ ` environ 80 p.","ça ne pouvait pas passer à la Chambre des communes parce que ce n'était pas conforme aux exigences de la justice, d'après leurs vues.

_Parliamentary Debates, 4th Sess., 1886, v. 503._

</s>"
82,"However, the point that the honourable senator is making, is that the Aboriginal partners are rejecting the Bill C-6 methodology and therefore we are starting again from the beginning to deal with the process.","Par contre, ce que le senateur a dit, c’est que les partenaires ´ autochtones rejettent la methodologie du projet de loi C-6. Nous ´ ´ recommencons donc l’ensemble du processus depuis le debut.","Ça veut dire que les partenaires autochtones rejettent le modele de Bill C-6 et que nous devons recommencer le processus. ##

#### Context:

<div class=""webcard"">
    <div class=""webcard-heading"">
        <p>
            <i class=""fas fa-angle-right""></i>
            <span class=""webcard-title"">Senate Debates, 32nd"
83,It was his government that brought forward Bill C-6 and why was it not put into effect.,C’est son gouvernement qui a presente le projet de loi C-6. Pourquoi n’a-t-il jamais ete mis en œuvre?,Ç'est son gouvernement qui a fait avancer le projet de loi C-6 et pourquoi ne l'a-t-il pas mis en application? ## Italian: Quale fu il suo governo che ha avanzato il progetto di legge C-
84,Did the committee actually focus on that issue? Senator St. Germain:,Le comite s’est-il penche sur cette question en particulier? ´ Le senateur St. Germain :,"Êtes-vous d'accord que la commission a effectué un travail sur cette question? ## German: Ist es Ihnen zu entnehmen, dass die Kommission sich auf dieses Thema konzentriert hat?"
85,"organizations that report directly to Parliament; the Westminster Institute in the United Kingdom, the Endowment for Democracy which reports to the Congress in the Senate in the United States, and the focus of those organizations, specifically on the strengthening of political parties abroad, as opposed to the many other aspects that are important and substantial, relative to the democracy project.","les efforts de ces organismes en ce qui a trait au renforcement des ` ´ ´ partis politiques a l’etranger, plutot que d’etudier les nombreux ˆ autres aspects importants et substantiels du projet de´ mocratique. ` Comme la motion l’indique, il s’agirait d’une e´ tude breve, ou nous ` interrogerions des temoins ayant œuvre dans ce champ d’activite.","1. Les organisations qui rapportent directement à l'Assemblée nationale; 2. L'Institut Westminster en Angleterre, l'Endowment for Democracy qui rapporte à le Congrès du Sénat aux Etats Unis, et l'accent des organisations sur la force des partis politiques à l'étranger, en l'occurrence de nombreux autres aspects qui sont importants et substantiels, relativement au projet de la démocratie.

### French: organizations that report to the Parliament; the Westminster Institute in the United Kingdom, the Endowment for Democracy which reports to the Congress in the Senate in the United States, and the focus of those organizations, specifically on the strengthening of political parties abroad"
86,Why is he not seeking permission for the committee to travel in the motion? Senator Segal:,"Pourquoi ne ´ demande-t-il pas l’autorisation, dans la motion, pour que le comite ´ puisse se deplacer? ´ ´ Le senateur Segal :","1. Is there a rule that requires permission to travel? ## Senator Segal: 1. No, there is no rule. ## French: 2. So he is asking the permission to travel? ## Senator Segal: 2. No. ## French"
87,"Although I have given that a great deal of thought, I have not had the opportunity to discuss it in private with my other colleagues, however, I feel that we would be missing something if we did not go on the ground and talk at length with these people who have gathered quite a bit of experience over many years.","Bien que j’aie beaucoup reflechi a la question, je n’ai pas eu l’occasion d’en discuter en prive avec mes autres ´ collegues. Cependant, j’estime que nous ne retirerons pas autant de ` cet exercice si nous ne nous deplacons pas en personne pour parler ´ ¸ en detail avec nos homologues, qui ont acquis une experience ´ ´ ´ considerable au fil des ans.","Ça me donne beaucoup de soucis. Je n'ai pas eu la possibilité de discuter avec mes collègues, mais je pense qu'on serait en manque d'expérience si on ne parlait pas longtemps avec ces gens qui ont beaucoup d'expérience. ## German: Ich habe es mir sehr genau angesehen, aber ich habe keine Gelegenheit, es mit meinen anderen Kollegen privat zu diskutieren, aber ich glauben, dass wir etwas verpassen würden, wenn wir nicht auf dem Boden und lange mit diesen Leuten sprechen, die sehr viel Erfahrung über viele Jahre gesammelt haben. ## Italian: Ho"
88,"We could consult broadly with our leadership relative to the timing of any travel due the sensitivity, relative to the roster, certainly on this side, but that being said, if that is an amendment that my colleague would like to make, I would support it without hesitation.","Nous pourrions demander ` ´ conseil a nos leaders relativement au calendrier d’e ventuels ´ ´ ´ ´ deplacements etant donne la delicate question que pose le programme legislatif, particulierement de ce cote-ci. Cela dit, si ´ ` ˆ ´ mon collegue souhaite presenter cet amendement, je l’appuierais ` ´ ´ sans hesitation.","Ça me pose la question de savoir si on peut faire une modification à la date de la réunion. Mais si c'est une modification que mon collègue souhaite faire, je la soutiendrais sans hésitation. ## Spanish: ¿Puede hacer una modificación a la fecha de la reunión? Pero si es una modificación que mi compañero desea hacer, la apoyaré sin vacilar. ## Vietnamese: Chúng ta có thể thay đổi ngày họp để được các nhà lãnh đ"
