,english,french,translation
130,Transportation Safety Board of Canada,• Évaluation des réponses aux recommandations du BST,"1.2007, the Transportation Safety Board of Canada was created. The TSB is an independent organization that investigates the circumstances"
131,Air Investigations Marine Investigations Rail/Pipeline Investigations Professional and Communications Services,• Nombre d’enquêtes entreprises et terminées par enquêteur,1.02.040000000000000000000000000000000000000000000
132,It should be noted that the data used in this report come from TSB information systems unless otherwise specified.,• Nombre de mesures de sécurité prises,1.1.1.2.2.2.1.2.2.3.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.
133,Analysis of Program Activity,"Cet exercice l’amènera entre autres à revoir le tableau ci-dessus pour l’aligner à sa nouvelle AAP et y incorporer toute l’information exigée en vertu de la Politique sur la structure de gestion, des ressources et des résultats.",1.1.2.2.1.1.2.1.2.2.2.2.
134,"In 2006, a total of 1,921 accidents and 1,326 incidents were reported in accordance with the TSB’s regulations for mandatory reporting of occurrences.∗ The number of accidents in 2006 decreased by 6 per cent from the 2,046 accidents reported in 2005 and by 1 per cent from the 2001-2005 annual average of 1,946 accidents.",∗,"2006 a vu le nombre de déclarations d’accidents et d’incidents se réduire de 6 % par rapport à 2005 et de 1 % par rapport à la moyenne de 2001 à 2005, soit 1 921 déclarations en 2006 contre 2 046 en 2005. ### English: In 2006, a total of 1,921 accidents and 1,326 incidents were reported in accordance with the TSB’s regulations for mandatory reporting of occurrences.∗ The number of accidents in 2006 decreased by 6 per cent from the 2,046 accidents reported in 2005 and by 1 per cent from the 2001-2005 annual average of 1,946 accidents. ## French: 2006 a vu le nombre de déclarations d’accidents et d’incidents se réduire de 6 % par rapport à "
135,"Table 1 presents data on accident rates by sector for the current year, as well as the five-year average.",0 2002 2003 2004 2005 2006 NOMBRE D'ACCIDENTS SIGNALÉS NOMBRE D'INCIDENTS SIGNALÉS (RAPPORTS OBLIGATOIRES) NOMBRE D'ÉVÉNEMENTS SIGNALÉS (RAPPORTS VOLONTAIRES) NOMBRE DE MORTS,"1. Tableau 1 présente les chiffres relatifs aux accidents par secteur pour l'année en cours, ainsi que les moyennes des cinq dernières années. 1. Tableau 1. Rapports d'accidents par secteur en 2004-"
136,"The 2006 accident rates, per activity level for all sectors, reflect a downward trend from the five-year average.","De façon générale, le Canada a conservé un bon dossier de sécurité en 2006.","2006, les taux d'accidents par niveau d'activité pour tous les secteurs, révèlent une tendance à la baisse depuis la moyenne cinq-annuelle. ### English: 2006, the accident rates per activity level for all sectors reflect a downward trend from the five-year average"
137,"While the Board’s operations are for the 2006-2007 fiscal year, occurrence statistics are for the 2006 calendar year.",Tableau 1 :,"2006-2007. ### English: The Board’s operations are for the 2006-2007 fiscal year, but the statistics are for the 2006 calendar year. ### French: Les opérations de la Commission sont pour l’exercice 2006-2007, mais les statistiques sont pour l’année calend"
138,Transportation Safety Board of Canada,"4 Accidents à des aéronefs immatriculés au Canada par 100 000 heures de vol (à l’exclusion des avions ultra-légers, des planeurs, des ballons et des autogires)",1.1.3.1.2.1.2.1.1.1.1.1.1.1.1.
139,"Table 2 presents the statistics on transportation occurrences by sector, including comparisons with the five-year average.","Les accidents et incidents signalés fournissent des indicateurs de rendement quant à la sécurité du réseau, en plus d’aider à concentrer les efforts sur les initiatives et activités qui profitent grandement à la sécurité.",3.1.2.2.1.1.2.1.1.1.1.2.1.2.1.1.2.1.1.1.1.2.1.2.2.2.1.1.1.2.1.2.
140,"Taking into account the level of activity in each sector, the number of accidents for 2006 continued to exhibit a general downward trend in the marine, pipeline and air sectors, while the rail sector is still slightly above the average.","Le tableau 2 présente les statistiques sur le nombre d’événements de transport par secteur, comparativement à la moyenne quinquennale.","2006 a vu un nombre de déclarations d'accidents qui continuait à décroître dans les trois secteurs maritime, pipeline et aérien, tandis que le rail est légèrement au-dessus de la moyenne. ### English: 2006 saw a continued downward trend in the number of accidents reported in the marine, pipeline and air sectors, while the rail sector was slightly above the average. ### French: 2006 a vu une baisse continue dans le nombre d'accidents déclarés dans les trois sect"
141,The number is still higher than the average in the pipeline sector.,On note toutefois encore un nombre d’accidents légèrement plus élevé dans le secteur du transport ferroviaire.,2005 est. 432 000 000 $; 2006 est. 433 000 000 $; 
142,"Transportation Occurrences by Sector in 2006 Compared to the Previous Five-Year Average (2001-2005) Marine Pipeline Rail * Air Accidents 2006 467 8 1,144 262 2005 489 5 1,247 258 Five-Year Average 506 15 1,091 275 Fatalities 2006 18 0 95 52 2005 20 0 103 51 Five-Year Average 25 N/A 96 52 Incidents 2006 212 63 226 823 2005 227 79 243 822 Five-Year Average 222 52 283 857 * Since April 1, 2005, occurrences on the former BC Rail’s network are included in the number of occurrences.","En 2006, les secteurs de transport maritime et ferroviaire ont affiché une diminution du nombre de pertes de vie par rapport à la moyenne quinquennale alors que celui du secteur aérien l’égalait.","2006 Comparaison de l'évolution des accidents et des incidents par secteur de transport 2006 2005 2001-2005 2001-2005 2006 2005 2001-2005 2001-2005 Marine Pipeline Rail * Air Accidents 2006 467 8 1,144 262 2005 489 5 1,247 258 Five-Year Average 506 15 1,091 275 Fatalités 2006 18 0 95 52 2005 20 0 103 51 Five-Year Average 25 N/A 96 52 Incidents 2006 212 63 226 823 2005 227 79 243 822 Five-Year Average 222 52 283 857 * Since April 1, 2005, occurrences on the former BC Rail’s network are included in the number of occurrences. ### French: 2006 Comparaison de l’évolution des accidents et des incidents par secteur de transport 2006 2005 2001-2005 2001-2005 2006 2005 2001-2005 2001-2005 Marine Pipeline Rail * Air Accidents 2006 467 8 1,144 262 2005 489 5 1,247 258 Five-Year Average 506 15 1,091 275 Fatalités 2006 18 0 95 52 2005 20 0 103 51 Five-Year Average 25 N/A 96 52 Incidents 2006 212"
143,"Despite fluctuations in the number of accidents and incidents reported on an annual basis, the trend over the past 10 years shows a progressive decline in accident rates in all transportation sectors (see the figures for each sector in sections 2.7 to 2.10).",Tableau 2 :,"2.7. Le nombre de déclarations d'accidents et d'incidents dans les transports terrestres a chuté de 44 % entre 1994 et 2003, passant de 2 160 à 1 230. 2.8. Le nombre de déclarations d'accidents et d'incidents dans les transports maritimes a diminué de 29 % entre 1994 et 2003, passant de 1 570 à 1 110. 2.9. Le nombre de déclarations d'accidents et"
144,Air Low Moderate High,"Niveau de confiance du public dans la sécurité et la sûreté des secteurs de transport aérien, ferroviaire et maritime Comment évaluez-vous la sécurité et la sûreté de chacun des moyens de transport suivants?",0 0 1 1 0 0 0 0 0 0 0 0 0 0 
145,More comprehensive transportation safety information is available on the TSB website at www.tsb.gc.ca or in Chapter 4 of the Transportation in Canada 2006:,Source :,1.1.2.2.1.1.2.1.2.1.2.1.2.2.1.1.1.1.2.2.1.1.1.2.1.1.2.1.1.1.1.1.2.1.1.1.1.1.1.2.1.1.1.1.1.2.1.1.
146,Annual Report published by Transport Canada at www.tc.gc.ca/pol/en/Report/anre2006/Chpt-4e.htm.,"EKOS Research Associates Inc., Repenser le gouvernement en 2006, Rapport sur la vague IV, février 2007.","2005-2006, www.tc.gc.ca/pol/en/Report/anre2006/Chpt-4e.htm. 2005-2006, www.tc.gc.ca/pol/en/Report/anre2006/Chpt-4e.htm. 2005-2006,"
147,Investigations are considered complete after the final report has been issued.,Tous les événements signalés ont été analysés selon la Politique de classification des événements du Bureau dans le but de déterminer lesquels présentaient les meilleures possibilités d’amélioration de la sécurité.,1.1.3.1.1.1.1.2.1.1.1.1.1.1.1.1.1.1.1.1.1.
148,"Investigations Started, in Process, and Completed 200",Cet arriéré était plus prononcé dans les secteurs maritime et ferroviaire où respectivement 78 % et 67 % des enquêtes terminées avaient débuté il y a plus de deux ans.,"2000-2001 ### English: Investigations Started, in Process, and Completed 200 ### French: 2000-2001 100 2"
149,Average time to complete an investigation increased to 573 days in fiscal year 2006-2007 from 464 days in the previous year.,Le nombre d’enquêtes en cours a augmenté à 119 à la fin de l’exercice par rapport à 105 au début.,"2007-2008, 31.8 % des procédures de vente ont été conclues par l’achat d’une entreprise. 2006-2007, 27.8 % des procédures de vente ont été conclues par l’achat d’une entreprise. ### English: 31.8% of cases were completed by the purchase of"
150,"The backlog is particularly pronounced in the marine sector, where 68.8 per cent of the investigations in progress were more than two years old.","Parmi les 119 enquêtes en cours, 16 remontaient à plus de deux ans, 36 remontaient entre un et deux ans et 67 remontaient à moins d’un an.","2002, 2003, 2004 and 2005. ### English: 2002, 2003, 2004 and 2005. ### French: 2002, 2003, 2004 et 2005. 2002"
151,"While overall report timeliness has shown some improvements in recent years, there was a significant increase in 2006-2007.","L’arriéré est particulièrement prononcé dans le secteur maritime où 68,8 % des enquêtes en cours remontaient à plus de deux ans.","2006-2007, il y a eu une augmentation significative. ### English: The overall timeliness of reports has improved in recent years. However, the timeliness of the 2006-2007 report was lower than that of the previous year. ## French: Le rythme d'envoi des rapport"
152,This should allow it to improve its performance.,"Le BST a récemment terminé la dotation d’un certain nombre de postes clés, notamment il a fait l’embauche de personnel pour une courte durée, ce qui devrait lui permettre ∗",Ça devrait permettre de le rendre plus efficace. 1.2.1.2.2.1.1.1.1.1
153,"Overall, the TSB has been successful in identifying safety deficiencies and in reducing risks in the transportation system.","Les résultats peuvent varier considérablement d’une année à l’autre pour diverses raisons, comme le roulement du personnel, la complexité des enquêtes et les enquêtes sur les accidents majeurs.",2.1.1.1.1.2.1.1.2.2.1.1.1.1.1.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.
154,"Over this past year, in all cases where the TSB undertook an investigation, safety deficiencies or contributing factors were identified and communicated.","Dans l’ensemble, le BST a connu beaucoup de succès au chapitre des lacunes de sécurité relevées et de la réduction des risques dans le réseau de transport.",2004-2005 est. ### English: The TSB is not responsible for investigating every accident that occurs in Canada. ### French: Le TSB n’est pas responsable de l’enquête sur chaque accident qui survient au Canada. 2004-2005 est. ### English: The TSB is not responsible for investigating every
155,"These results reflect careful application of the TSB’s Occurrence Classification Policy in deciding whether to investigate, and a thorough implementation of the investigation methodology.","Les enquêtes du BST donnent lieu à des rapports dans lesquels il présente les lacunes relevées et formule, s’il y a lieu, des recommandations visant à réduire les risques.",2.2.3.3.1.1.2.1.2.1.1.3.1.1.3.1.1.2.1.2.1.3.1.1.2.1.1.1.1.2.1.1.1.1.2.1.1.2.1.2.
156,This systematic approach ensures that TSB investigation resources are invested in areas with the greatest potential safety payoffs.,"L’année dernière, toutes les enquêtes entreprises par le BST ont permis de cerner des lacunes de sécurité ou des facteurs contributifs et d’en faire état.",2.1.1.1.1.4.1.1.1.1.1.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.
157,"Operators will often take immediate remedial action after discussion with TSB investigators (for example, to clear the sight-lines at a railway crossing by trimming bushes and vegetation).",Il arrive souvent que l’industrie et le gouvernement prennent des mesures de sécurité dans le cadre d’une enquête du BST.,"1.4.2.2.2. Les opérateurs ont souvent agi immédiatement après avoir eu des discussions avec les enquêteurs du TSB (par exemple, pour éliminer les obstacles visuels à un passage de train en coupant les arbustes et les végétaux). ### English: 1.4.2.2.2. Operators will often take immediate remedial action after discussion with"
158,Regulators such as Transport Canada and the Federal Aviation In response to the Transportation Administration in the United States regularly issue Safety Board’s report and mandatory directives requiring inspections and/or recommendations released in component replacement based on the TSB’s February 2006 following a non-fatal preliminary findings.,La portée et l’importance de ces mesures de sécurité varient considérablement.,1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.
159,"The Board considers each response, maintain regulations that help ensure assessing the extent to which the related safety the safe passage of people and deficiency was addressed.",Les organismes de réglementation comme Transports Canada et la Federal Aviation Administration des États-Unis émettent régulièrement des directives exigeant des inspections ou le remplacement de composants sur la foi des conclusions préliminaires du BST.,"4. The Board considers each response, maintain regulations that help ensure the safe passage of people and deficiency was addressed. ### English: The Board considers each response, maintain regulations that help ensure the safe passage of people and deficiency was addressed. ## French: 4. Le Conseil examine chaque réponse, maintient des règlements qui aident à assurer la sécur"
160,"When a goods,"" said the Minister of recommendation generates responses from within Transport, Infrastructure and and outside Canada, the Board’s assessment is Communities. based primarily on the Canadian response.","Le cas échéant, plutôt que de formuler des En réponse au rapport et aux recommandations, le BST peut faire état recommandations du Bureau de la des mesures correctives déjà prises par sécurité des transports publiés en février l’industrie et les organismes 2006 à la suite de l’incendie non mortel gouvernementaux. survenu dans la salle des machines du traversier Queen of Surrey exploité par En vertu de la Loi sur le Bureau BC Ferries en Colombie-Britannique, canadien d’enquête sur les accidents de Transports Canada s’est engagé transport et de la sécurité des aujourd’hui à examiner la transports, tout ministre fédéral qui réglementation et les normes maritimes prend connaissance d’une internationales relativement aux recommandation du BST est tenu, dans dispositifs fixes d’extinction des les 90 jours, d’informer le Bureau par incendies afin de faire en sorte que les écrit de toute mesure prise ou envisagée futures dispositions législatives pour corriger la situation ou de préciser respectent les normes internationales ou les raisons motivant l’absence de les dépassent. mesures correctives.","100,000 or more, including the total number of vehicles. 2.3.2.1.2.3.3.2.1.2.1.2.1.2.1.2.1.2.1.2.1.2.1.2.1.2.1.2.1.2.1.2.1.2.1.2.1.2.1."
161,Assessment of industry and government Source:,Le Bureau examine chaque réponse afin de « La première priorité de Transports déterminer à quel point la lacune de Canada touchant les traversiers sécurité a été corrigée.,1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.
162,"H032/06, May 9, organization responses to recommendations made 2006, Transport Canada after January 1, 2005 can be found on the TSB website (www.tsb.gc.ca). Table 5:","Lorsqu’une canadiens est d’élaborer et de maintenir recommandation suscite des réponses à une réglementation visant à assurer le la fois au Canada et à l’étranger, transport sécuritaire des personnes et l’évaluation du Bureau se fonde des biens » a déclaré le ministre des principalement sur la réponse Transports, de l’Infrastructure et des canadienne.","10,000 tonnes. Table 5 : Tonnage de poisson 10,000 tonnes. ### English: H032/06, May 9, organization responses to recommendations made 2006, Transport Canada after January 1, 2005 can be found on the TSB website (www.tsb.gc.ca). Table 6: ## French: 2006, Transport Canada after January 1, 2005 can be found on the TSB website (www.tsb.gc.ca). Table 6"
163,Board Assessment of Responses to Recommendations Responses Fully Satisfactory Attention T Received Satisfactory Intent to to Safety Unsatisfactory O in Fiscal Attention Address Deficiency Attention to T Year to Safety Safety Satisfactory Safety To be A 2006-2007 Deficiency Deficiency in Part Deficiency Assessed L Marine 1 0 2 0 0 3 Pipeline 0 0 0 0 0 0 Rail 0 0 0 0 2 2 Air 2 3 2 0 3 10 TOTAL 3 3 4 0 5 15,On peut trouver sur le site Collectivités.,1. 2005-2006 2006-2007 2007-2008 2008-2009 2009-2010 2010-2011 2011-2012 2012-2013 2013-2014 2014-2015 2015-2016 2016-2017 2017-2018 2018-2019 2019-2020 2020-2021 2021-2022 2022-2023 2023-2024 2024-2025 2025-2026 2026-2027 2027-2028 2028-2029 2029-2030 2030-2031 2031-2032 2032-2033 2033-2034 2034-2035 2035-2036 2036-2037 2037-2038 2038-2039
164,Page 22,"Communiqué de presse no H032/06, et des organismes gouvernementaux 9 mai 2006, Transports Canada aux recommandations que l’organisation a formulées depuis le 1er janvier 2005.",22. ### French: 18. 18. 17. 16. 1
165,One of the central challenges in advancing transportation safety has been convincing the many actors in the industry that change is necessary to lessen the risk.,Communiquer la sécurité des transports aux Canadiens et au monde des transports,10.1.1.1.10 10.1.1.1.10.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.
166,"During the past year, the TSB identified a number of safety deficiencies and delivered key safety messages to the public, industry and regulators.",Un des défis premiers de la promotion de la sécurité des transports est de convaincre les nombreux intervenants de l’industrie que le changement est nécessaire pour atténuer les risques.,"2004 a vu la mise en oeuvre d'une série d'initiatives de sécurité visant à améliorer la sécurité des transports en commun en Ontario. ### English: During the past year, the TSB identified a number of safety deficiencies and delivered key safety messages to the public, industry and regulators."
167,"In an effort to improve the uptake of its recommendations, the TSB has begun to target its safety messages to narrower and more specialized audiences who are in a position to act directly.","Au cours de la dernière année, le BST a constaté un grand nombre de lacunes de sécurité et véhiculé des messages de sécurité clés au public, à l’industrie et aux organismes de réglementation. Comme par le passé, cette approche s’est avérée efficace et continue d’être appuyée afin d’améliorer l’efficacité.","Ça a été le point de départ du travail de la Commission, qui a recommandé, entre autres choses, que les plaques de numéros de voiture soient plus grandes et plus lumineuses. 2002. ### English: 4.1.1.3 In the 1990s, the TSB's recommendations were not always accepted by the public or the government. 1997-2002. ## French:"
168,"The Outreach Program was developed to promote safety where specific departments, elected officials and industry leaders have an important role to play.","Dans un souci d’améliorer l’application de ses recommandations, le BST a commencé à cibler ses messages de sécurité à l’intention d’un public restreint et plus spécialisé qui a la possibilité d’agir plus directement.",1.1.1.3 La mise en œuvre de la politique d'intervention de la Sûreté du Québec (SPS) La Sûreté du Québec est chargée de l'application de la politique d'intervention. 2.1.2.2.1 Les rapports de l'Office
169,"To that end, the TSB has identified the need to become more active with its Outreach Program and is striving to increase the number of outreach opportunities that are undertaken each year by the Chair, Board members, senior executives and staff.","Le programme de sensibilisation a été mis sur pied afin d’améliorer la sécurité dans des domaines où des ministères, des représentants élus et des chefs d’entreprise spécifiques ont un rôle important à jouer.",1.3.1.1.1 - Rapports et rapports de recherche (Rapports et rapports de recherche) 1.3.1.1.2 - Recherche et développement (Recherche et développement) 1.3.1.1.3 - Gestion de l'information (Gestion de l'information) 1.3.1.1.4 - Gestion des ressources humaines (Gestion des ressources humaines) 1.3.1.1.5 - Gestion des ressources financières (Gestion
170,We anticipate that this effort will be rewarded in years to come as we expand the reach of our messages and the safety of Canada’s transportation system continues to improve.,"À cette fin, le BST a déterminé qu’il se devait de devenir plus actif en ce qui concerne son programme de sensibilisation.","Être en mesure de répondre aux besoins de la population, et d’assurer la sécurité des transports, sont des objectifs importants pour le gouvernement. ### English: We anticipate that this effort will be rewarded in years to come as we expand the reach of our messages and the safety of Canada’s transportation system continues to improve. ### French: Être en mesure de répondre"
171,"In June 2006, a new Executive Director of the TSB was appointed.","Il s’efforce d’accroître le nombre d’occasions de sensibilisation entreprises chaque année par la présidente, les membres du Bureau, les cadres supérieurs et le personnel.","2006, un nouveau directeur général de l'TSB a été nommé. ### English: The TSB is an independent, arm's-length federal government agency that investigates the causes of transportation accidents and makes recommendations to prevent future"
172,One of his first challenges was to meet with representatives from the transportation industry and other interested parties.,"Nous prévoyons voir le résultat de ces efforts dans les années à venir à mesure que nous élargissons la portée de nos messages et que la sécurité du réseau de transport au Canada continue de s’améliorer. Au mois de juin 2006, un nouveau directeur exécutif du BST a été nommé.","1996 - 2006, le gouvernement fédéral a accordé plus de 100 millions de dollars en subventions à l'industrie de la transformation de la viande. ### English: One of his first challenges was to meet with represent"
173,"Pertinent information is made readily available to industry, next-of-kin, the media and the public throughout the investigation process.",C’est de cette façon que le BST a saisi les occasions qu’apportent ces tribunes pour partager les leçons tirées de ses enquêtes.,4.1.1.1.1.1.3.1.2.2.2.2.3.2.1.1.2.2.1.2.2.1.2.2.2.2.2.2.2.1.1.2.2.1.2.
174,"TSB attended 3 outreach events, held 6 news conferences and issued 19 news releases.",Le BST s’efforce de fournir de l’information à jour au public et aux médias.,1000000000000000000000000000000000000000000000000000000000000000
175,The TSB Macro-Analysis Division responded to 370 requests for complex transportation occurrence database information.,"Au cours de l’exercice 2006-2007, 631 personnes se sont abonnées à son site Web pour un grand total de 2 065 abonnés, et le BST a répondu à 749 demandes de renseignements reçues par son site Web et à 643 appels des médias, sans compter les demandes traitées sur les lieux d’un accident ou aux conférences de presse organisées lors de la publication de rapports.",370 demandes d'information ont été répondues par le Bureau de l'analyse macroscopique du TSB. ### English: The TSB Macro-Analysis Division responded to 370 requests for complex transportation occurrence database information. ## French: Le Bureau de l'analy
176,The TSB also uses its website to increase awareness of safety issues and other transportation safety information.,"Le BST a assisté à 3 événements de sensibilisation, tenu 6 conférences de presse et diffusé 19 communiqués de presse.",13.2.1.10.1.1 - 13.2.1.10.1.2 Le TSB utilise aussi son site Web pour diffuser la connaissance des questions de sécurité et d'autres informations de sécurité. 
177,"This increased traffic over the years, shown in Table 6 below, can partly be attributed to the media coverage given to certain accidents, the press releases issued by the TSB, the ease of access to the site and the vast amount of information found there.","Le site Web du BST (www.bst.gc.ca) a enregistré en moyenne plus de 92 930 appels de fichier par jour et 6 409 visites par jour, soit une augmentation de 32 % du nombre de visites par jour comparativement à l’an dernier.","2005-2006, p. 10. 11. 2005-2006, p. 10. 12. 2005-2006, p. 10. 13. 2005-2006, p. 10. 14. 2005-2006, p. 10. 15. 2005-2006, p. 10. "
178,"Although it is difficult to measure the results of TSB activity in this area, tangible signs continue to point toward a certain degree of effectiveness in achieving the desired outcome.","Des Canadiens et des gens du monde entier visitent le site. Comme le montre le tableau 6, cet achalandage, qui s’accroît au fil des ans, peut être attribué en partie à la couverture médiatique accordée à certains accidents, aux communiqués de presse émis par le BST, à la facilité d’accès au site et à la grande quantité d’information qu’on y trouve.","Être difficile à mesurer, les résultats de l'activité de la TSB dans ce domaine semblent cependant indiquer une certaine efficacité dans l'atteinte de l'objectif. ### English: The TSB has also investigated the issue of inappropriate use of the Internet by public servants. ### French: La TSB a également enquêté sur le sujet de"
179,"In all, 467 marine accidents were reported to the TSB in 2006, a 4 per cent decrease from the 2005 total of 489 and an 8 per cent decrease from the 2001-2005 average of 506.",Secteur maritime Statistiques annuelles,"467 accidents maritimes ont été signalés à la TSB en 2006, un déclin de 4 % par rapport à 2005 et un déclin de 8 % par rapport à la moyenne 2001-2005 de 506. ### English: In all, 467 marine accidents were reported to the TSB in 2006, a 4 per cent decrease from the 2005 total of 489 and an 8 per cent decrease from the 2001-2005 average of 506. ## French: En 2006, 4"
180,"Although marine activity for foreign commercial non-fishing vessels remained relatively unchanged compared to the 2001-2005 average, accidents increased, yielding an 11 per cent increase in the accident rate from 1.6 to 1.8 accidents per 1,000 movements.","Le nombre d’accidents de personnes à bord des navires, qui comprend les chutes, les électrocutions et d’autres types de blessures nécessitant une hospitalisation, a été de 48 en 2006, 7 % de plus qu’en 2005 (45), mais 6 % de moins que la moyenne quinquennale (51).","2006-2007, the rate of marine accidents involving foreign commercial non-fishing vessels increased by 11 per cent compared to the 2001-2005 average. La fréquence des accidents de marine pour les navires commerciaux non-pêcheurs étrangers a augmenté de 11 % par rapport à l’indice des cinq années précédentes. ### English: In 2006-2007, the rate of marine accidents involving foreign commercial non-fishing vessels increased by 11 per cent compared to the 2001-2005 average. La fréquence des accidents de marine pour"
181,"In 2006, shipping accidents resulted in 12 fatalities, down from 13 in 2005 and the five-year average of 16.",L’activité des navires commerciaux canadiens autres que les bateaux de pêche (à l’exception des navires à passagers et des paquebots de croisière) a augmenté de 1 % par rapport à la moyenne entre 2001 et 2005.,"2006, 12 personnes ont péri en raison d'accidents de transport, contre 13 en 2005 et le nombre moyen de 16 sur cinq ans. ### English: The number of fatalities was 12, down from 13 in 2005 and the five-year average of 16. ## French: Le nombre de personnes tuées est de 12, en baisse par"
182,"In 2006, 212 marine incidents were reported to the TSB in accordance with the mandatory reporting requirements.","Le taux d’accidents correspondant a ainsi augmenté de 11 %, passant de 1,6 à 1,8 accidents par tranche de 1 000 mouvements.","212 incidents maritimes sont signalés au TSB en 2006 en vertu des exigences de rapport obligatoire. ### English: In 2006, the TSB received 212 marine incident reports in accordance with the mandatory reporting requirements. ## French: En 2006, le TSB"
183,The decrease is still linked to the delay in staffing vacant positions.,"En 2006-2007, on a entrepris 8 enquêtes sur des événements maritimes et on a terminé 8 enquêtes.",100 % 100 % 100 % 100 % 100 % 100 % 100 % 100 % 100 % 1
184,"The average duration of completed investigations increased to 801 days, compared to 651 days the year before and an average of 797 days between 2002-2003 and 2005-2006. This is attributable to concerted efforts to complete older investigations.",Ceci représente une diminution (de 12 à 8) du nombre d’enquêtes terminées par rapport à 2005-2006.,2007-2008 - 2006-2007 - 2005-2006 - 2004-2005 - 2003-2004 - 2002-2003 2007-2008 2006-2007 2005-2006 2004-2005 2003-2004 2002-2003 100 80 60 40 20 0 2007-2008 2006-20
185,Marine Productivity 2002-2003 2003-2004 Investigations 13 14 Started Investigations 15 18 Completed Average Duration 703 953 of Completed Investigations (Number of Days) Recommendations 5 7 Safety Advisories 7 6 Safety Information 14 11 Letters,Cette situation s’explique par les efforts concertés pour clore les enquêtes plus anciennes.,2002-2003 2003-2004 13 14 15 18 703 953 5 7 6 14 11 2002-2003 2003-2004 13 14 15 18 703 953 5 7 6 14 11 2002-2003 2003-2004 13 14 15 18 703 953 5 7 6 14 11 2002-2003 2003-2004 13 14 15 18 703 953 5 7 6 
186,Table 8 shows the net costs of marine investigations for Canadians.,Liens aux ressources utilisées,2.4.1.4.12.2 Tableau 8. Coûts net des investigations maritimes pour les Canadiens. ### English: Table 8 shows the net costs of marine investigations
187,BC Ferries implemented a new procedure for establishing passenger manifests to ensure that the passengers on board its vessels on northern routes are accurately reflected in the passenger manifests maintained ashore.,La compagnie BC Ferries a mis en œuvre d’autres procédures afin de s’assurer que les officiers de pont et les timoniers se familiarisent avec le nouvel équipement sur le pont.,"2006, c. 24, s. 45, par. (d). 2006, c. 24, s. 45, par. (d). 2006, c. 24, s. 45, par. (d). 2006, c. 24, s. 45, par. (d). "
188,TSB Marine Safety Advisory 09/06 on the adequacy of current guidelines for creating ferry passenger manifests was sent to Transport Canada (TC) and copied to BC Ferries following the sinking of the ferry Queen of the North (TSB Occurrence M06W0052).,L’avis de sécurité maritime 07/06 du BST sur la familiarisation des équipages avec l’équipement a été envoyé à BC Ferries par suite du naufrage du traversier Queen of the North (événement M06W0052 du BST).,1.1.1.3.3.3.1.1.1.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.
189,"TC met with industry and government representatives to discuss updating current port procedures for the handling of dangerous cargo at the Port of Saguenay, Quebec.",BC Ferries a mis en œuvre une nouvelle procédure visant à établir des listes de passagers afin de s’assurer que les passagers à bord de ses navires se dirigeant vers le nord sont bien inscrits sur les listes de passagers qui sont gardées à terre.,2005-06-15 00:00:00.000000000000000000000000000000000000000000000000000000000000
190,Pipeline activity is estimated to have increased by 2 per cent from the previous year.,"En 2006, 8 accidents de pipeline ont été signalés au BST, une hausse par rapport aux 5 accidents signalés en 2005, mais une baisse par rapport à la moyenne de 2001 à 2005 (15).","2003, the number of vessels calling at Canadian ports was up by 14 per cent, with 200 vessels arriving at Canadian ports. ### English: 2003, the number of vessels calling at Canadian ports was"
191,"The last fatal pipeline accident in the portion of the industry under federal jurisdiction occurred in 1988, and the last accident involving serious injury occurred in 2000.",On estime que les activités liées aux pipelines ont augmenté de 2 % par rapport à l’année précédente.,"1988, la dernière explosion mortelle dans la portion de l'industrie sous la juridiction fédérale s'est produite, et la dernière accidenteux ayant entraîné des blessures graves s'est produite en 2000. ### English: The last fatal pipeline accident in the portion of the industry under federal jurisdiction occurred in 1988, and the last accident involving"
192,One indicator of pipeline transportation safety in Canada is the pipeline accident rate.,0 2002 2003 2004 2005 2006 NOMBRE D'ACCIDENTS SIGNALÉS NOMBRE D'INCIDENTS SIGNALÉS (RAPPORTS OBLIGATOIRES) * Aucune perte de vie par suite d'un accident de pipeline n'a été signalée depuis 1988.,31.1.3.2.2.1.1.1.1.1.1.2.2.2.2.2.2.2.2.2.2.2.2
193,The trend line indicates a clear downward direction.,Un indicateur de la sécurité du transport par pipeline au Canada est le taux d’accidents de pipeline.,100 100 100 100 100 100 100 100 100 10
