,english,french,translation
43,Will the honourable senator take a question? The Hon. the Speaker pro tempore:,L’honorable se nateur accepterait-il de repondre a une question? ´ ` ´ ´ Son Honneur la Presidente interimaire :,Êtes-vous prêt à prendre une question? L’honorable président pro tempore : ### English: Are you prepared to take a question? The Hon. the Speaker pro tempore: Êtes-vous prêt à prendre une question? L’honor
44,"For example, while we originally said the lowest marginal rate would remain at the status quo — 16 per cent — last year’s budget announced a rate of 15.5 per cent.","Par exemple, meme si nous avions d’abord dit que le taux ˆ ´ marginal d’imposition le plus bas resterait inchange — 16 p. 100 —, ´ le budget de l’an dernier a annonce un taux de 15,5 p.","16 % pour le taux de réduction la plus faible. 2006, 15,5 %. 2007, 15,5 %. 2008, 15,5 %. 2009, 15,5 %. 2010, 15,5 %. 2011, 15,5 %. 2012, 15,5 %. "
45,We brought in an employment tax credit to recognize the costs faced by working Canadians.,100. Nous ´ avons mis en place un credit d’emploi pour reconnaıˆ tre les couts que ˆ doivent engager les travailleurs canadiens.,"3,8 % de la population canadienne est handicapée, soit 1,2 million de personnes. Les personnes handicapées sont souvent plus exposées à la pauvreté et à la précarité. Ils ont besoin"
46,"Thus, his bill would indirectly reduce the value of the basic personal amount to 15 per cent of the creditable amount from the 15.5 per cent rate proposed in the budget.","Ainsi, son projet de loi re´ duirait indirectement le montant de l’exemption personnelle de base pour ` ` qu’il corresponde a 15 p. 100 du montant donnant lieu a un ´ ` ´ degrevement au lieu du taux de 15,5 p.","2006, p. 10). La valeur du montant de base personnal est donc réduite de 15 % à 10 % de la valeur du crédit, ce qui réduit le montant de base personnal à 1 700 $ de 1 800 $ (cf. 2006, p. 10). 16. ### French: 20"
47,"Honourable senators, the Liberals want to turn back the clock. We believe that the time has come to look forward, and, for that reason, I recommend we not proceed with this bill.","´ ´ ´ ´ ` retablira l’equilibre fiscal de notre federation, continuera a appuyer ´ sans reserve nos militaires, nos diplomates et nos travailleurs ` humanitaires qui participent a notre mission vitale en Afghanistan, ´ ` et poursuivra la mise en œuvre de strategies pratiques, concretes et realisables pour proteger notre environnement.",1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1
48,"After looking at the variety of systems in other developed countries, I decided to base this bill on the T-Visas program in the United States, which is designed to ensure that victims of trafficking who are able and willing to assist law enforcement with the prosecution of these slave traders can access the assistance that they need to break away from their traffickers.","ˆ Apres avoir examine les divers systemes d’autres pays developpes, ` ´ ` ´ ´ j’ai decide de fonder ce projet de loi sur le programme de visas T aux ´ ´ ´ ` Etats-Unis. Ce programme vise a garantir que les victimes de trafic ´ ´ ` qui peuvent et qui desirent aider les autorites a poursuivre les marchands d’esclaves puissent obtenir l’aide dont elles ont besoin pour s’affranchir de leurs trafiquants.","1. Les autres pays développés ont mis en place des systèmes variés pour aider les victimes de trafic de personnes à s'émanciper de leurs trafiquants. 2. Je me suis inspiré du système de visas T des États-Unis, conçu pour aider les victimes de trafic de personnes à obtenir les services qui leur sont nécessaires afin de s'émanciper de leurs trafiquants. 3. Je suis d'avis que le système de visas T des États-Unis est le plus approprié à adopter pour le Canada. 4. J'ai donc proposé une loi sur les visas T. 5. La loi sur les visas T du Canada a été adoptée par l'Assemblée nationale le 18 décembre "
49,"It enabled them to remain in the country for up to three years, and it also resulted in 350 trafficking victims being given access to federal and state services, including employment authorization, housing and medical care.","Par ailleurs, 350 victimes ont eu acce` s a des ´ ´ ´ ` services federaux et a des services offerts par les Etats. Elles ont notamment pu travailler, se loger et obtenir des soins me´ dicaux.",350 victimes de la traite d’êtres humains ont été autorisées à travailler et à obtenir un logement et des soins médicaux. 3. Canadian Forces: ### English: The Canadian Forces are also active in the fight against international terrorism. They have contributed to the war on terrorism through participation in the military operations in Afghanistan. ### French: Les Forces canadiennes participent également activement à la lutte contre le terrorisme international. Elles ont contribué à la guerre contre le
50,"Hon. Gerard A. Phalen moved second reading of Bill S-222, to amend the Immigration and Refugee Protection Act and to enact certain other measures, in order to provide assistance and protection to victims of human trafficking.—(Honourable Senator Phalen) He said: Honourable senators, I rise today to introduce Bill S-222, to amend the Immigration and Refugee Protection Act, and to enact certain other measures to provide assistance and protection to victims of human trafficking.","L’honorable Gerard A. Phalen propose que le projet de loi S-222, Loi modifiant la Loi sur l’immigration et la protection des refugies ´ ´ ´ et edictant certaines autres mesures afin de fournir aide et protection aux victimes du trafic de personnes, soit lu pour la deuxie` me fois.—(L’honorable se´nateur Phalen) — Honorables senateurs, j’interviens aujourd’hui pour presenter ´ ´ le projet de loi S-222, Loi modifiant la Loi sur l’immigration et la protection des refugies et edictant certaines autres mesures afin de ´ ´ ´ fournir aide et protection aux victimes du trafic de personnes.",3.2.1.1. L'agriculture et la pêche 1. La pêche 2. L'agriculture 3. Les cultures maraîchères 4. Les cultures maraîchères 5. Les cultures maraîchères 6. Les cultures maraîchères 7. Les cultures maraîchères 8. Les cultures maraîchères 9. Les cultures maraîchères 10. Les cultures maraîchères 11. Les cultures maraîchères 12. Les cultures maraîchères 13. Les cultures maraîchères 14. Les cultures maraîchères 15. Les cultures maraîchères 16. Les cultures maraîchères 17. Les cultures maraîchères 18. Les cultures maraîchères 19. Les cultures maraîchères 20. Les cultures maraîchères 21. Les cultures maraîchères 22. Les cultures maraîchères
51,"Unfortunately, Canada has taken only that first step, and in the last four years since we signed the protocol, Canada has done virtually nothing at the federal level to provide a safe and secure environment for victims.","¸ Malheureusement, le Canada n’a pris que cette premiere mesure. ` Dans les quatre annees qui se sont ecoulees depuis qu’il a signe le ´ ´ ´ ´ protocole, le Canada n’a pratiquement rien fait au niveau federal ´ ´ pour fournir aux victimes un environnement sur et securitaire.",Être un pays d'accueil pour les personnes victimes d'agressions sexuelles et de violence conjugale est un devoir pour le Canada. Il s'agit d'un engagement que nous avons pris et que nous devons maintenir. Les mesures à mettre en œuvre sont connues. Nous devons les mettre en œuvre. ### French: Being a country of destination for victims of sexual assault and conjugal violence is a duty for
52,"The results ran from a B-plus for the United States to a B for each of Australia, Norway and Sweden to a B-minus for Germany and Italy and a D for the U.K. Canada was the only country of the eight to receive an F. Their report said the following:","Les Etats-Unis ont recu un B-plus, l’Australie, la ¸ Norvege et la Suede un B, l’Allemagne et l’Italie un B-moins et le ` ` Royaume-Uni un D. Le Canada a ete le seul des huit pays a ne pas ´ ´ ` recevoir la note de passage. Le rapport disait ceci :","2006-02-09 - Les résultats vont de B+ pour les États-Unis à B pour les États d'Australie, de Norvège et de Suède à B- pour l'Allemagne et l'Italie et à D pour le Royaume-Uni. Canada est la seule des huit pays à recevoir une F. Voici ce que l'on dit à ce sujet : ### French: 2006-02-09 - Les résultats vont de B+ pour les États-Unis à B pour les États d'Australie, de Norvège et de Suède à B"
53,"In order to qualify for such a permit, these persons must be or have been victims of human trafficking; and they must assist in the investigation and prosecution of their traffickers; and there must be a significant possibility that they or members of their family would suffer hardship, retribution or harm if they were removed from Canada.","Pour etre admissibles, les personnes en ˆ ´ ´ cause doivent avoir ete victimes de la traite et doivent donner leur concours au cours de l’enquete et des poursuites contre leurs ˆ trafiquants. Il faut egalement qu’il soit vraisemblable que ces ´ personnes ou des membres de leur famille soient en danger en cas de renvoi dans leur pays d’origine.","1. Ces personnes doivent être ou avoir été des victimes d'un trafic d'êtres humaines; et elles doivent aider à l'enquête et à la poursuite de leurs trafiquants; et il y a une grande possibilité qu'elles ou les membres de leur famille souffrent de difficultés, de représailles ou de dommages s'ils sont expulsés du Canada. 2. 1. Ces personnes doivent être ou avoir été des victimes de trafic d'êtres humains. 2. Elles doivent aider à l'enquête et à la poursuite de leurs trafiquants. 3. Il y a une grande possibilité que, si elles ou les membres de"
54,"Honourable senators, I cannot tell you how pleased I was to read about this pilot project, and I believe we need to give our law enforcement officials, all across Canada, all the tools necessary to help these victims.","Honorables senateurs, je ne peux pas vous dire a quel point j’ai ete ´ ` ´ ´ heureux d’apprendre la mise en œuvre de ce projet pilote. Je crois ` que nous devrions donner a nos organismes d’application de la loi, ´ partout au Canada, tous les moyens necessaires pour aider ces ` victimes.",Êtes-vous sûr que la Cour ait la compétence de traiter cette question ? ### English: Are you sure that the Court has the competence to deal with this question? 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12.
55,I was pleased to read this past May that the Minister of Citizenship and Immigration announced 120-day temporary resident permits for victims of trafficking. I believe that this is a good first step.,´ ` ´ J’ai egalement ete heureux d’apprendre en mai dernier que le ´ ´ ´ ministre de la Citoyennete et de l’Immigration a annonce que les ´ ´ victimes de la traite pourraient obtenir des permis [ Le senateur Phalen ] ´,"1,6 % 2002-2003 1,4 % 2003-2004 1,3 % 2004-2005 1,3 % 2005-2006 1,1 % 2006-2007 1,4 % 2007-2008 1,4 % 2008-2009 1,3 % 2009-2"
56,"Honourable senators, imagine if you can the difficulty faced by someone like a worker in a women’s shelter faced with encouraging some poor victim of trafficking to go to the police knowing she might be charged with criminal activity herself and in a few months she might be deported.","´ ` ´ Honorables senateurs, vous pouvez imaginer a quelles difficultes s’exposent les travailleuses des refuges pour femmes qui essaieraient ` ` d’encourager une pauvre victime a s’adresser a la police en sachant qu’elle pourrait faire l’objet d’accusations au criminel et meme d’un ˆ renvoi dans son pays d’origine. Je crois que ces travailleuses communautaires seraient les premieres a qui les victimes s’adresseraient.","Êtes-vous prêt à imaginer la difficulté qu’un travailleur d’un refuge pour femmes a à encourager une victime de trafic d’être à la police, alors qu’elle peut être elle-même inculpée pour une infraction et, dans quelques mois, être expulsée du pays. ### English: 3. The Government of Canada is committed to combating human trafficking and will continue to work with its partners to combat this crime. 4. The Government of Canada is committed to promoting the rights of women and girls and ensuring that they are protected from violence. 5. The Government"
57,"I believe these community-based people are the ones to whom victims would first turn, and we have to educate these people on the changes to the immigration laws and the services available to victims of trafficking if we are to have any hope that they would encourage such victims to report their traffickers.","Nous devons donc les ` ` sensibiliser aux modifications apportees aux lois sur l’immigration et ´ les informer des services offerts aux victimes. Autrement, nous ` n’aurions aucune chance de les voir encourager ces victimes a ´ denoncer leurs trafiquants.","1, j'ai la conviction que ces personnes vivant dans le milieu communautaire sont les premières auxquelles les victimes se tourneraient, et nous devons les éduquer sur les changements aux lois de l'immigration et les services disponibles aux victimes de la traite, si nous voulons espérer que ces personnes encourageraient les victimes à dénoncer leurs trafiquants. ### French: 1, j'ai la conviction que ces personnes vivant dans le milieu communautaire sont les premières auxquelles les victimes se tourneraient, et nous devons les éduquer sur les changements aux lois de l'immigration et les services"
58,"I would like to leave you, honourable senators, with a quote from Victor Malarek’s now famous book, The Natashas, on the subject of human trafficking. He said:","` ´ ´ Pour conclure, honorables senateurs, permettez-moi de vous ´ ´ ´ ` presenter une citation tiree du livre maintenant celebre de Victor Malarek, The Natashas, sur la traite des personnes : ` Mettre fin a cette forme atroce d’exploitation sexuelle doit constituer un imperatif moral, juridique et politique...",Êtes-vous conscients de votre propre valeur? Est-ce que vous vous rendez compte de la valeur de l’homme? Est-ce que vous avez conscience de la valeur de l’homme? Est-ce que vous êtes conscients de la valeur de l’homme? Êtes-vous conscients de votre valeur? Est-ce que vous êtes conscients de votre valeur? Est-ce que vous êtes conscients de
59,Are we making rules up as we go? Senator Comeau:,Inventons-nous des regles au fur et a mesure? ´ ´ ´ Le senateur Comeau :,Êtes-nous en train de faire des règles à mesure que nous allons? M. de Comeau: ### French: La Cour suprême a été créée par la Loi constitution
60,"In my 10 years here, this is the first time I have ever heard reference to a rule prohibiting it, and such a rule simply does not exist.","Depuis dix ans que je siege ici, c’est la ` premiere fois que j’entends parler d’une re` gle qui l’interdirait. Cette ` regle n’existe pas.",Être interrogé sur des questions politiques ne constitue pas une violation des droits de l'homme. ### English: It is not a violation of human rights to be questioned about political matters. 11. ### French: Être interrogé sur des questions politiques ne constitue pas une violation des droits de l'homme. 11. ### English
61,"February 6, 2007 (b) by replacing, in clause 1 of the Schedule to the motion, in section 21, the words ‘‘consist of One hundred and seventeen Members’’ with the following: ‘‘consist of One hundred and twenty-nine Members’’; (c) by replacing, in clause 1 of the Schedule to the motion, in section 22, the words ‘‘British Columbia by Twelve Senators;’’ with the following: ‘‘British Columbia by Twenty-four Senators;’’; (d) by striking out, in clause 2 of the Schedule to the motion, in section 27, the words ‘‘or, in the case of British Columbia, Twelve Senators,’’; and (e) by replacing, in clause 2 of the Schedule to the motion, in section 28, the words ‘‘exceed One hundred and twenty-seven.’’ with the following: ‘‘exceed One hundred and thirty-nine.’’. —(Honourable Senator Bryden)","6 fevrier 2007 ´ ` c) par substitution, a l’article 1 de l’annexe de la motion, ` a l’article 22, des mots « la Colombie-Britannique par ´ douze senateurs » par ce qui suit : « la Colombie-Britannique par vingt-quatre ´ senateurs »; ` d) par suppression, a l’article 2 de l’annexe de la motion, ` a l’article 27, des mots « ou, dans le cas de la ColombieBritannique, tant que la representation de celle-ci ne sera ´ pas revenue au nombre fixe de douze senateurs »; ´ e) par substitution, a l’article 2 de l’annexe de la motion, ` a l’article 28, des mots « exceder cent vingt-sept » par ce ` ´ qui suit : « exceder cent trente-neuf ».—(L’honorable se´nateur ´ Bryden)","6 février 2007 (b) par remplacement, dans la motion Schedule, de la section 21, les mots « consist of One hundred and seventeen Members » par les mots « consist of One hundred and twenty-nine Members »; (c) par remplacement, dans la motion Schedule, de la section 22, les mots « British Columbia by Twelve Senators; » par les mots « British Columbia by Twenty-four Senators; »; (d) en supprimant, dans la motion Schedule, de la section 27, les mots « or, in the case of British Columbia, Twelve Senators, »; et (e) par remplacement, dans la motion Schedule, de la section 28, les mots « exceed One hundred and twenty-seven. » par les mots « exceed One hundred and thirty-nine. » — (Hon. Sénateur Bryden) 2007-02-06 2007-02-06 2007-02-06 2007-02-06 2007-02-06 2007-02-06 2007-02-06 2007-02-06 2007-02-06 2007-02-06 2007-02-06 2007-02-06 2007-02-06 2007-02-06 2007-02-06 2007-02-06 2007-02-06 2007-02-06 2007-02-06 2007-02-06 2007-02-06 2007-02-06 2007-02-06 2007-02-06 2007-02-06 2007-02-06 2007-0"
62,"At its inception, the federal system of governing in Canada was devised to accommodate the various needs and bolster the respective strengths of the original partners in Confederation: Upper and Lower Canada, Nova Scotia and New Brunswick.","´ ´ ´ ´ ´ ´ Le regime federal a ete concu d’emblee pour tenir compte ¸ des divers besoins, des faiblesses et des ressources des premiers partenaires de la Confederation : le Haut-Canada, le Bas´ ´ ´ Canada, la Nouvelle-Ecosse et le Nouveau-Brunswick.","1. Lors de son institution, le système fédéral de gouvernance au Canada était conçu pour répondre aux besoins et renforcer les diverses forces respectives des anciens partenaires de la Confédération : le Haut-Canada et le Bas-Canada, la Nouvelle-Écosse et le Nouveau-Brunswick. 2. 1. 2. 1. 2. 1. 2. 1. 2. 1. 2. 1. 2. 1."
63,"The historical record is emphatic: there would have been no agreement on Confederation without the provision of an Upper Chamber possessing genuine powers....During the Confederation debates, Sir John A. Macdonald stressed the importance of checking the legislative power of governments elected largely by the heavily populated areas of the country: ‘‘To the Upper House is to be confided the protection of sectional interests; therefore it is that the three great divisions (now four) are there equally represented for the purpose of defending such interests against the combination of majorities in the Assembly.’’ . (1650)","Le compte rendu historique fait nettement ressortir qu’il n’y aurait jamais eu d’entente sur la Confederation si l’on n’avait ´ ´ ´ ´ ´ pas cree une Chambre haute dotee de vrais pouvoirs... ´ ´ ´ Pendant les debats sur la Confederation, sir John A. ´ ´ ´ Macdonald a souligne la necessite de mettre un frein au ´ ´ pouvoir legislatif des gouvernements qui seraient elus en ´ ´ ´ grande partie par les regions densement peuplees du pays : ` ´ ´ A la Chambre haute sera confie le soin de proteger les ´ ˆ ´ ´ interets des regions; il en resulte que les trois grandes divisions ´ ´ ´ ´ seront egalement representees pour defendre leurs propres interets contre les diverses majorites combinees a l’Assemblee.","1990, 32, 1990, 32, 1990, 32, 1990, 32, 1990, 32, 1990, 32, 1990, 32, 1990, 32, 1990, 32, 1990, 32, 1990, 32, 1990, 32, 1990, 32, 1990, 32, 1990, 32, 1990, 32, 1990, 32, 1990, 32, 1990, 32, 1990, 32, 1990, 32, 1990, 32, 1990, 32, 1990, 32, 1990, 32, 1990, 32, 1990, 32, 1990"
64,"Resuming debate on the motion of the Honourable Senator Hays, seconded by the Honourable Senator Fraser, for the adoption of the second report of the Special Senate Committee on Senate Reform (motion to amend the Constitution of Canada (western regional representation in the Senate), without amendment but with observations), presented in the Senate on October 26, 2006; And on the motion in amendment of the Honourable Senator Tkachuk, seconded by the Honourable Senator Campbell, that the second report of the Special Senate Committee on Senate Reform be not now adopted but that the motion to amend the Constitution of Canada (western regional representation in the Senate), be amended as follows: (a) by replacing, in the third paragraph of the motion, the words ‘‘British Columbia be made a separate division represented by 12 Senators;’’ with the following: ‘‘British Columbia be made a separate division represented by 24 Senators;’’;","L’ordre du jour appelle : ´ ´ Reprise du debat sur la motion de l’honorable senateur ´ ´ ` Hays, appuyee par l’honorable senateur Fraser, tendant a ` ´ ´ ´ l’adoption du deuxieme rapport du Comite senatorial special ´ ´ sur la reforme du Senat (motion de modifier la Constitution du Canada (la repre´sentation des provinces de l’Ouest au Se´nat), sans amendement, mais avec des observations), presente au ´ ´ Senat le 26 octobre 2006; ´ Et sur la motion d’amendement de l’honorable senateur ´ ´ ´ Tkachuk, appuyee par l’honorable senateur Campbell, que le ` ´ ´ ´ ´ deuxieme rapport du Comite senatorial special sur la reforme ´ ´ du Senat ne soit pas adopte maintenant, mais que la motion pour modifier la Constitution du Canada (repre´ sentation des ´ ´ provinces de l’Ouest au Senat), soit modifiee comme suit : ` a) par substitution, au troisieme paragraphe de la motion, des mots « la Colombie-Britannique devienne une division distincte representee par douze senateurs » ´ ´ ´ par ce qui suit : « la Colombie-Britannique devienne une division ´ ´ ´ distincte representee par vingt-quatre senateurs »; b) par substitution, a l’article 1 de l’annexe de la motion, ` a l’article 21, des mots « se composera de cent dix-sept ` membres » par ce qui suit : « se composera de cent vingt-neuf membres »;",15.21.12.101.311.511.611.711.811.911.1011.111.121.131.141.151.161.171.181.191.201.211.221.231.241.251.261.271.281.291.301.311.321.331.341.351.361.371.381.391.401.411.421.431.441.451.461.471.481.491.501.511.521.531.541.551.561.571.581.591.601.611.621.631.641.651.661.671.681.691.701.711.721.731.741.751.761.771.781.791.801.811.821.831.841.851.861.871.881.891.901.911.921.931.941.951.961.971.981.991.1001.1011.1021.1031.1041.1051.1061.1071.1081.1091.1101
65,". . . and it was quite natural that the protection for those interests, by equality in the Upper Chamber, should be demanded by the less numerous provinces.","C’est l’accord qu’ont conclu l’Ontario, ´ le Quebec et les provinces maritimes et auquel se sont jointes plus ´ tard les provinces de l’Ouest. En e´ change de la representation",".............................................................................. 2. Le Sénat, en tant que chambre de représentation du peuple, doit être composé de la même manière que la Chambre des communes. 3. Le Sénat, en tant que chambre de représentation du peuple, doit être composé de la même manière que la Chambre des communes. "
66,"In our opinion, its fundamental character cannot be altered by unilateral action by the Parliament of Canada and S.91(1) does not give that power.",´ ´ ˆ ´ ´ ´ ´ ´ Nous sommes d’avis que le Parlement du Canada ne peut en modifier unilateralement le caractere fondamental et le par. 91(1) ne ´ ` l’y autorise pas.,"2003, c. 19, Sch. I. 2002, c. 1, s. 18. 2002, c. 1, s. 19. 2003, c. 19, Sch. I. 2002, c. 1, s. 20. 2003,"
67,"Why would we do that? The Constitution of Canada, honourable senators, states: 22.","` Une question vient a l’esprit : pourquoi ferait-on cela? ´ Honorables senateurs, la Constitution canadienne dispose que : ´ 22.","Êtes-vous en mesure de dire ce que nous devons faire? La Constitution du Canada, messieurs et dames, stipule: 22. ### French: Êtes-vous en mesure de dire ce que nous devons faire? La Constitution du Canada, messieurs et d"
68,"Senator Murray, in speaking to his and Senator Austin’s motion stated: The Constitution Act of 1915 created the Western division, with 24 seats equally divided among the four provinces.","Quand il a pris la parole au sujet de sa motion et de celle du ´ ´ ´ ´ senateur Austin, le senateur Murray a declare : ´ La Loi constitutionnelle de 1915 a cre´ e la division de ` ´ ´ l’Ouest comptant 24 sieges egalement repartis entre les quatre provinces.","1915, le gouvernement fédéral a créé la division occidentale, divisée en 24 sièges répartis entre les quatre provinces. Les trois autres provinces ont chacune un siège. 1915, le gouvernement fédéral a créé la division occidentale, divisée en 24 sièges répartis entre les quatre provinces. Les trois autres provinces ont chacune un siège. ### French: 191"
69,". . . In terms of Western representation, the Senate has stood still for more than 90 years.","[...] En ce qui concerne la representation de l’Ouest, ´ le Senat n’a pas bouge depuis plus de 90 ans.","1987, c. 12 (2e partie) 1987, c. 12 (2e partie) 1987, c. 12 (2e partie) 1987, c. 12 (2"
70,"Honourable Senator Murray goes on to say: The geographic, demographic, cultural, political and economic realities of Western Canada are underrepresented in this place.","´ ´ Le senateur Murray poursuit en ces termes : ´ ´ ´ ´ Les realites geographique, demographique, culturelle, ´ politique et economique de l’Ouest canadien sont sousrepresentees au Senat.",14.000 $ de plus-value. ### English: 2.200 $ de plus-value. ### French: 3.700 $ de plus-value. ### English: 4.100 $ de plus-value. ### French: 4.400 $ de plus-value. ### English: 5.000 $ de plus-value. ###
71,"If it had a champion for its cause, seven more senators would set its division at 31 senators instead of 24, bringing their ratio of senators to people to the same level enjoyed by the Western division.","Si elle avait un champion ´ pour sa cause, l’ajout de sept nouveaux senateurs en porterait le ` nombre a 31, comparativement aux 24 qu’elle compte actuellement. Le rapport senateurs-population serait alors egal a celui de la ´ ´ ` division de l’Ouest.","1. Si elle avait un défenseur, sept autres sénateurs l'auraient portée à 31 sénateurs au lieu de 24, ce qui leur aurait permis de réduire leur ratio de sénateurs par personne à celui de la division Ouest. ### French: 1. Si elle avait un défenseur, sept autres sénateurs l'auraient portée à 31 sénateurs au lieu de 24, ce qui leur aurait permis de ré"
72,"Quite frankly, it is a part of the role of the Senate to reinforce the parliamentary presence of the lesser populated provinces. No, the motion does not reapportion Senate seats.","100 des sieges a la division des provinces de l’Ouest, selon le texte de la motion, et doublera le ` ´ ` nombre de siege si l’amendement est adopte, tout en maintenant a 24 le nombre de sieges de chacune des trois autres divisions ` principales.","Être franc, c'est une partie de la fonction du Sénat de renforcer la présence parlementaire des provinces moins peuplées. Non, la motion ne réapporte les sièges du Sénat. Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â"
73,The best answer I can give you is: I am not sure.,La meilleure reponse que je peux vous ´ donner est la suivante : je n’en suis pas certain.,Êtes-vous sûr que votre réponse soit la meilleure ? ### French: Êtes-vous sûr que votre réponse soit la meilleure ? 1. Êtes-vous
74,"When I stood up, I said, honourable senator, other than that, was there anything in the budget that you did not like? On motion of Senator Nolin, debate adjourned.","Je me suis leve´ ´ ` et lui ai demande : a part cela, y aurait-il autre chose qui vous ´ deplaıˆ t dans ce budget? ´ ´ ´ (Sur la motion du senateur Nolin, le debat est ajourne.) . (1710)","2004, les dépenses des programmes de soutien aux personnes âgées et de santé se sont élevées de 5,5 %. 2005, les dépenses ont atteint 5,5 % de la somme totale des dépenses. 2006, les dépenses se sont élevées de 7,2 % du total des dépenses. 2007, les dépenses se sont élevées"
75,A claims commissioner appointed to resolve claims — a task expected to be completed in three or four years — discovered the number of claims was overwhelming. There was no process in place to deal with them.,Le commissaire nomme pour regler les ´ ´ ´ ´ ´ ´ ˆ ´ revendications — tache qui etait censee etre terminee en trois ou ˆ ´ ´ ´ quatre ans — a decouvert que le nombre de celles-ci etait enorme et ´ qu’aucun processus n’etait en place pour s’en occuper.,"1222, ch. 27, art. 1222, ch. 27, art. 2) 2) 2) 2) 2) 2) 2) 2) 2) 2) 2) 2) 2) 2) 2) 2) 2) 2) 2) 2) 2) 2) 2) 2) 2)"
76,"Honourable senators, I move, seconded by the Honourable Senator Segal: That the fifth report of the Standing Senate Committee on Aboriginal Peoples, entitled Negotiation or Confrontation:",´ ´ L’ETUDE SUR LES PREOCCUPATIONS ` DES PREMIERES NATIONS CONCERNANT ` LE PROCESSUS DE REGLEMENT DES ` REVENDICATIONS PARTICULIERES ´ RAPPORT DU COMITE DES PEUPLES AUTOCHTONES— ´ MOTION DEMANDANT UNE REPONSE DU GOUVERNEMENT— ´ AJOURNEMENT DU DEBAT,1. ### French: 1. ### French: 1. ### French: 1. ### French: 1. ### French: 1. ### French: 1. ### French: 1. ### French: 1. ### French: 1. ### French: 1. ### French: 1. ### French: 1. ### French: 1. ### French: 1. ### French: 1. ### French: 1. ### French: 1. ### French: 
77,"I wish to comment generally about the committee’s December 12, 2006 tabled report, entitled Negotiation or Confrontation: It’s Canada’s Choice.","Je voudrais pre senter quelques observations ´ ´ ´ generales sur le rapport intitule Ne´gociations ou affrontements : le Canada a un choix a` faire, depose par le comite le 12 decembre 2006.","1. Je souhaite faire quelques remarques générales à l’égard du rapport de la commission, intitulé Conflit ou négociation : c’est la décision du Canada, qui a été présenté le 12 décembre 2006. ### English: I wish to comment generally about the committee’s December 12, 2006 tabled report, entitled Negotiation or Confrontation: It’s Canada"
78,"In his testimony before your committee, honourable senators, the Minister of Indian and Northern Affairs also recognized the economic significance, the significant value of negotiated settlements and, perhaps more importantly, that time is of the essence. In his presentation before the Senate Committee on Aboriginal Peoples, the minister said:","´ ´ ´ Dans son expose devant le Comite senatorial des peuples ´ ´ autochtones, le ministre a declare : ` Contrairement aux recours judiciaires, les re glements ´ ´ ´ ´ ´ negocies sont e labore s grace au de ploiement d’efforts ˆ ´ concertes des parties dans le cadre d’un processus de collaboration qui, selon ce que j’ai pu constater au fil des ` ans, consolide sans aucun doute les liens.",3.2.1.2.1.4.1.2.2.3.1.1.1.1.1.2.2.3.1.1.1.1.2.1.1.1.1.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.
79,"Adequate resources for negotiations and claims settlements have been lacking for many years and therefore, Canada’s lawful obligations to First Nations are not being met.","Les negociations et les procedures de ` reglement des revendications manquent de financement depuis bien des annees. En ce sens, les obligations legales du Canada envers ´ ´ les Premieres nations ne sont pas respectees.",100 % 2006-07 100 % 2007-08 100 % 2008-09 100 % 2009-10 100 % 2010-11 100 % 2011-12 100 % 2012-13
80,"One witness, Mr. Jerome Slavik, a lawyer with more than 20 years’ experience on specific claims, described the policy by saying: There is a complete disjuncture between the government’s stated interests of using claims as a platform to achieve economic self-sufficiency and self-government, and the process and criteria that claimants must go through to get there.","´ L’un des temoins, M. Jerome Slavik, un avocat ayant plus de ´ ` ` 20 ans d’experience en matiere de revendications particulieres, a decrit la politique de la facon suivante : ´ ¸ Il y a une rupture complete entre l’objectif declare de ` ´ ´ ` gouvernement, qui est d’utiliser le re glement des revendications pour favoriser l’autonomie e´ conomique et gouvernementale, et le processus auquel les demandeurs ` ` doivent se plier pour aboutir a un reglement.","1 témoin, M. Jerome Slavik, qui a plus de 20 ans d’expérience dans le domaine des demandes de réparations, a décrit la politique en disant : Il y a une disjonction complète entre les intérêts déclarés du gouvernement de faire de ces demandes de réparations une plateforme pour atteindre l’autonomie économique et le gouvernement local, et les processus et critères auxquels les demandeurs doivent passer pour y parvenir. ### English: One witness, Mr. Jerome Slavik, a lawyer with more than 20 years’ experience on specific claims, described the policy by saying: There is a complete disjuncture between the government’s stated interests of using claims as a platform to achieve economic self-sufficiency and self-govern"
81,"they could not see going forward with Bill C-6 because it did not meet the requirements of fairness, as far as they were concerned.","au gouvernement. En ce qui concerne l’objet de notre rapport, ´ ´ ´ ´ ´ ` environ 80 p.","1999, p. 12-13). ### French: 1999, p. 12-13). 2.1.2.1.1.1.4.4.1.1.1.1.1.1.1.1.1.1.1.1.1"
